브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
마법주방,(주)마법주방에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
애버리진 파이어 핫도그,(주)썬플라워네트웍스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
보스턴 샐러드 하우스,(주)썬플라워네트웍스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
월쌈,(주)엘에이치지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
반미 362,(주)케이푸드코리아코퍼레이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
해피슈르,슈르,0,0,0,0,0,"0
(0.00)","0
(0.00)"
세계쌀국수대전,(주)푸드라이프,0,0,0,0,0,"0
(0.00)","0
(0.00)"
포식(PHO食),포식구리인창점(본점),0,0,0,0,0,"0
(0.00)","0
(0.00)"
오유미당,용기있는사람들,0,0,0,0,0,"0
(0.00)","0
(0.00)"
크레이프라이언,(주)아이푸드팜,0,0,0,0,0,"0
(0.00)","0
(0.00)"
코코크랩,(주)오리엔탈푸드코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
마루돈스텍,마루돈스텍,0,0,0,0,0,"0
(0.00)","0
(0.00)"
포케올데이,포케올데이{Pokeallday),0,0,0,0,0,"0
(0.00)","0
(0.00)"
양육점,(주)서다에프엔씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
마녀쌀국수,㈜하엘푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
샐러비 (Salaby),샐러비(Salaby),0,0,0,0,0,"0
(0.00)","0
(0.00)"
