브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
김용덕의 소문난 부자국밥,알씨(RC)유통부자갈비탕찜,40,20,0,0,0,"183,353
(0.47)","6,668
(0.02)"
한마음정육식당,(주)지피에프씨,39,12,1,3,3,"512,633
(1.32)","10,778
(0.03)"
미식가의구이,(주)태인에프앤비,39,18,0,0,0,"313,158
(0.81)","9,221
(0.02)"
1인 한식당,할매손집밥,39,48,0,9,2,"12,345
(0.03)","620
(0.00)"
이태리부대찌개,(주)지니어스,39,9,0,1,9,"452,189
(1.17)","12,420
(0.03)"
샤브쌈주머니,위드몬,39,6,2,1,5,"648,654
(1.67)","7,321
(0.02)"
바베큐통족구이,(주)케이제이푸드시스템,38,1,0,10,0,"120,373
(0.31)","5,752
(0.01)"
탕쓱잘튀기는집,계산씨케이,38,38,0,0,0,"21,152
(0.05)","1,799
(0.00)"
숙성의미,㈜미담누리,38,38,0,0,0,"37,193
(0.10)","1,298
(0.00)"
나주할매 곰탕&뼈해장국,할매손집밥,38,48,0,10,0,"4,616
(0.01)","240
(0.00)"
진성아구찜,진성,38,2,1,1,2,"276,034
(0.71)","6,606
(0.02)"
현풍닭칼국수,신칼,38,15,0,2,2,"387,449
(1.00)","9,449
(0.02)"
나는 밥조폭이다,우수한형제들,37,45,0,8,4,"54,810
(0.14)","2,965
(0.01)"
파주닭국수,(주)송정푸드,37,12,0,4,0,"233,634
(0.60)","9,180
(0.02)"
배달짜글OH짜글,오에이치,37,37,0,0,0,"311,137
(0.80)","23,934
(0.06)"
화통삼,(주)행복한상상에프앤비,37,0,0,22,0,"334,118
(0.86)","8,605
(0.02)"
맵도리탕,(주)푸드맵,37,22,0,3,0,"273,747
(0.71)","18,758
(0.05)"
교동전선생,(주)교동,37,0,0,5,0,"359,159
(0.93)","11,867
(0.03)"
이동규인 왔따쪽갈비,(주)왔따네푸드,36,26,6,0,0,"208,333
(0.54)","17,833
(0.05)"
대마족발,(주)조은음식드림,36,20,0,4,0,"396,351
(1.02)","23,127
(0.06)"
콩불,(주)8푸드,36,2,8,10,2,"306,590
(0.79)","11,945
(0.03)"
토고리 옛날막창 소갈비살,(주)지에프코리아,36,21,5,4,1,"245,670
(0.63)","10,633
(0.03)"
본가,(주)더본코리아,36,1,0,9,1,"896,468
(2.31)","6,676
(0.02)"
제주안방갈비,(주)그린아일랜드,35,36,0,1,0,"129,776
(0.33)","8,347
(0.02)"
교동면옥,(주)교동F&B,35,22,0,0,1,"820,597
(2.12)","9,845
(0.03)"
오븐에 빠진 막창,오빠막창,35,15,0,0,1,"114,545
(0.30)","9,460
(0.02)"
정성신더큰도시락,(주)더큰,34,14,0,14,2,"0
(0.00)","0
(0.00)"
원조의령소바,(주)의령소바,34,5,0,13,4,"0
(0.00)","0
(0.00)"
정가대박집,(주)정웅,34,3,0,2,0,"621,258
(1.60)","6,056
(0.02)"
냉면덕후,할매손집밥,34,41,0,7,2,"4,359
(0.01)","221
(0.00)"
희귀한족발,(주)포레스트에프앤디,34,34,0,0,0,"19,105
(0.05)","0
(0.00)"
통큰두마리찜닭,통큰푸드,33,25,1,0,2,"142,412
(0.37)","15,215
(0.04)"
구이구이쪽갈비,(주)더맛푸드,33,3,0,4,4,"249,926
(0.64)","10,356
(0.03)"
굴마을낙지촌,(주)두둑한행복,33,1,0,7,0,"345,326
(0.89)","9,686
(0.02)"
육회본가,(주)본가에프앤비,33,14,0,12,3,"237,400
(0.61)","11,347
(0.03)"
원조전통명가 통큰할매순대국,(주)세븐하베스트,33,1,13,5,4,"146,300
(0.38)","5,914
(0.02)"
