브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
인쌩맥주(the Lifebeer),(주)위벨롭먼트,0,0,0,0,0,"0
(0.00)","0
(0.00)"
대한식당,(주)라산그룹,0,0,0,0,0,"0
(0.00)","0
(0.00)"
쉼표맥주,쉼표맥주(직영점),0,0,0,0,0,"0
(0.00)","0
(0.00)"
세월촌,세월촌,0,0,0,0,0,"0
(0.00)","0
(0.00)"
젠틀래빗,(주)플랜에이컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이태리양조장,보고싶다(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
재벌술상,(주)길품에프엔비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
청불,(주)만만연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
할멍집,(주)길품에프엔비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
추억만들기2020,프랜차이즈그룹,0,0,0,0,0,"0
(0.00)","0
(0.00)"
소굴,삼정프랜차이즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
희미한옛사랑의그림자,희미한옛사랑의그림자,0,0,0,0,0,"0
(0.00)","0
(0.00)"
1988아리랑맥주,(주)1988아리랑,0,0,0,0,0,"0
(0.00)","0
(0.00)"
모던잡방,모던잡방,0,0,0,0,0,"0
(0.00)","0
(0.00)"
동백맥주,(주)위너스에프앤디,0,0,0,0,0,"0
(0.00)","0
(0.00)"
강남최부자집,(주)위너스에프앤디,0,0,0,0,0,"0
(0.00)","0
(0.00)"
제주밤바다,(주)피피에스라온,0,0,0,0,0,"0
(0.00)","0
(0.00)"
불땡국수주점,(주)불땡푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
레드락,(주)제이스타임,0,0,0,0,0,"0
(0.00)","0
(0.00)"
짝태패밀리,(주)오경,0,0,0,0,0,"0
(0.00)","0
(0.00)"
"포텐4,10",에프앤씨매니지먼트,0,0,0,0,0,"0
(0.00)","0
(0.00)"
검정고무신,제이에이치푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
맥주기업,더원코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
치쌩피쌩,퍼스트프랜차이즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
국제내쇼날,(주)올웨이즈에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
사랑관,사랑컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
알바트로스,세음에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
쿠로배트맨,(주)에스에이치,0,0,0,0,0,"0
(0.00)","0
(0.00)"
짠앤짠스,(주)제이스타임,0,0,0,0,0,"0
(0.00)","0
(0.00)"
투모아,(주)투모아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
엔틱정,(주)위하여,0,0,0,0,0,"0
(0.00)","0
(0.00)"
삼구포차,㈜존앤펭귄,0,0,0,0,0,"0
(0.00)","0
(0.00)"
미식클럽 1981,(주)미식컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
퍼스트비어,퍼스트프랜차이즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비어바나(BEERVANA),(주)비어바나,0,0,0,0,0,"0
(0.00)","0
(0.00)"
두꺼비로멘스,(주)오성푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
잭팟플레이스,(주)에이치케이엔스포츠홀덤,0,0,0,0,0,"0
(0.00)","0
(0.00)"
스타비어 (STAR BEER),트위스트비어,0,0,0,0,0,"0
(0.00)","0
(0.00)"
달빛경성술집,(주)제이에프앤디,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비어웍스,비어웍스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
술이야바이바이브(술이야 by vibe),(주)엠에프케이에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
꼬꼬싸롱,(주)디데이홀딩스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
봉이동동,(주)자연애몸,0,0,0,0,0,"0
(0.00)","0
(0.00)"
부엉이빌라,(주)이든에프엔씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
크래프트랩 마이비어(craft lab my beer),트루프렌드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
새우락,새우락,0,0,0,0,0,"0
(0.00)","0
(0.00)"
썸타는치킨찜닭떡볶이포차,썸타는치킨찜닭떡볶이포차,0,0,0,0,0,"0
(0.00)","0
(0.00)"
세븐펍,(주)트리플세븐,0,0,0,0,0,"0
(0.00)","0
(0.00)"
탐라포차,(주)대세에프엔비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
남빙고생맥주,(주)빙고푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
에이펙스(APEX),(주)에이펙스에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
엔츠노래타운,(주)엔츠,0,0,0,0,0,"0
(0.00)","0
(0.00)"
옥토버훼스트(oktoberfest),마이크로브루어리코리아(주),0,0,1,1,0,"0
(0.00)","0
(0.00)"
