브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
떡꼬기&스테이크제트,(주)고홈푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
깔보냐,(주)티앤엠디,0,0,0,0,0,"0
(0.00)","0
(0.00)"
오내모,오늘내일모레,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이땔리면옥,(주)프라이데이컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
돈까스본능,(주)놀부,0,0,0,0,0,"0
(0.00)","0
(0.00)"
라이너스바베큐딜리버리,(주)라이너스즈바베큐,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카페아모제,아모제푸드(주),0,0,1,0,0,"0
(0.00)","0
(0.00)"
포케포커,㈜태그린,0,0,0,0,0,"0
(0.00)","0
(0.00)"
엘마노한끼,(주)엘마노,0,0,0,0,0,"0
(0.00)","0
(0.00)"
브럭시,(주)볼드4,0,0,0,0,0,"0
(0.00)","0
(0.00)"
그레야마더지,그레야마더지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
리얼파스타,리얼파스타,0,0,0,0,0,"0
(0.00)","0
(0.00)"
샐러왓치,그레야마더지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
파치비,이심전심(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
필리스테이크,(주)필리스테이크,0,0,0,0,0,"0
(0.00)","0
(0.00)"
돈샐,돈샐F&B,0,0,0,0,0,"0
(0.00)","0
(0.00)"
낭만장사꾼,낭만장사꾼,0,0,0,0,0,"0
(0.00)","0
(0.00)"
잇샐러드,㈜태그린,0,0,0,0,0,"0
(0.00)","0
(0.00)"
너도나도파스타,㈜태그린,0,0,0,0,0,"0
(0.00)","0
(0.00)"
커피만달레이,해운대선셋(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
더그릴썬,(주)엘에이치지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
SAVOEY(사보에),냉맥집,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이태리식당,이태리식당,0,0,0,0,0,"0
(0.00)","0
(0.00)"
코지하우스,(주)스토리에프씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
괴짜쉐프 파스타,(주)긱스에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
딜스테이크,(주)이엔에프컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
멕시칸라이브그릴,딜리버키친,0,0,0,0,0,"0
(0.00)","0
(0.00)"
양목장 1274-2,㈜램스웨이푸드서비스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
놀라운 오부리또,놀라운오부리또,0,0,0,0,0,"0
(0.00)","0
(0.00)"
파스타몽,(주)쉐프마인드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
착한파스타,착한파스타,0,0,0,0,0,"0
(0.00)","0
(0.00)"
그레야파더지,그레야마더지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
슈퍼막셰,마테호른,0,0,0,0,0,"0
(0.00)","0
(0.00)"
줄리브,(주)줄리앤줄리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
