브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
신선식탁,(주)신선식탁,0,0,0,0,0,"0
(0.00)","0
(0.00)"
열공다방스터디카페,(주)헤이제이,0,0,0,0,0,"0
(0.00)","0
(0.00)"
셀픽스(Selpix),지에스테크니컬,0,0,0,0,0,"0
(0.00)","0
(0.00)"
더킹 스터디카페(THE KING STUDY CAFE),(주)티앤지에프씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
반딧불이,(주)이지코퍼레이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
우리로또,(주)국민네트웍스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
만화카페 벌툰,(주)아이센스에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
미가람스터디카페,(주)목경,0,0,0,0,0,"0
(0.00)","0
(0.00)"
오셀라스(OCELAS),(주)씨엠에이인터내셔널,0,0,0,1,0,"0
(0.00)","0
(0.00)"
거북이의기적,(주)거북이의기적,0,0,0,0,0,"0
(0.00)","0
(0.00)"
영영키친,(주)영영키친,0,0,0,0,0,"0
(0.00)","0
(0.00)"
머니박스(MoneyBox),(주)머니박스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
성공스터디카페,성공스터디카페,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비앤아이(BNI),(주)BNI코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
에듀하임,넥스큐브코퍼레이션(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
게이트 스터디카페(Gate Study Cafe),(주)팀에프지,0,0,0,0,0,"0
(0.00)","0
(0.00)"
피자스톰,이엠씨에프앤비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
온맘터치 주야간보호센터,온맘터치협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
프레쉬 스터디카페,(주)프레쉬,0,0,0,0,0,"0
(0.00)","0
(0.00)"
국민로또,(주)국민네트웍스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카카오T골드(kakaoTgold),(주)케이엠솔루션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
케어앤로 상담센터,(주)케어앤로,0,0,0,0,0,"0
(0.00)","0
(0.00)"
바이이연,이연,0,0,0,0,0,"0
(0.00)","0
(0.00)"
딜웨이 키즈라이더,(주)딜웨이홀딩스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
빛나 스터디카페,(주)글로리어스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
프로터치,제일종합관리서비스(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
올라스터디카페,(주)올라,0,0,0,0,0,"0
(0.00)","0
(0.00)"
셀독24스터디카페,(주)셀독24,0,0,0,0,0,"0
(0.00)","0
(0.00)"
하임공방,하임공방,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카피카피룸룸,서울디지털인쇄협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
박스풀(BOXFUL),(주)박스풀,0,0,0,0,0,"0
(0.00)","0
(0.00)"
디엘 프렌즈(diel friends),(주)디엘홀딩스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비지팅엔젤스요양시설,(주)비지팅엔젤스코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
퍼스트클레스,(주)더퍼스트클레스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
콩툰만화카페,(주)훌륭,0,0,0,0,0,"0
(0.00)","0
(0.00)"
멜랑바니,멜랑바니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
"파티, 하라","파티,하라",0,0,0,0,0,"0
(0.00)","0
(0.00)"
아카데미라운지,아카데미라운지(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
빅뱅,북앤빅뱅(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
크라이오존,(주)크라이오존,0,0,0,0,0,"0
(0.00)","0
(0.00)"
공본스터디카페,(주)공본,0,0,0,0,0,"0
(0.00)","0
(0.00)"
웰킨두피탈모센터,(주)코비스타,0,0,0,0,0,"0
(0.00)","0
(0.00)"
GDF (지디에프),광주디자인협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
다짐,덴포스타,0,0,0,0,0,"0
(0.00)","0
(0.00)"
다시옷,(주)살림,0,0,0,0,0,"0
(0.00)","0
(0.00)"
살롱드비숑,비손비격,0,0,0,0,0,"0
(0.00)","0
(0.00)"
벨라비타,벨라비타(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
포토이즘,포토이즘,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이사시대,㈜이사시대,0,0,0,0,0,"0
(0.00)","0
(0.00)"
슬라임 팡팡,(주)착한유통,0,0,0,0,0,"0
(0.00)","0
(0.00)"
가방수선하는남자,가방수선하는남자,0,0,0,0,0,"0
(0.00)","0
(0.00)"
크리니트,(주)크리니트,0,0,0,0,0,"0
(0.00)","0
(0.00)"
온맘터치 방문요양,온맘터치협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
쉬운 운동〔Medi&Healing〕P.T Club,요가,0,0,0,0,0,"0
(0.00)","0
(0.00)"
북앤빅뱅,북앤빅뱅(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
알지오,(주)알지오,0,0,0,0,0,"0
(0.00)","0
(0.00)"
디바인핸즈,디바인핸즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
바짝,티디아이(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
그레이슈가링,그레이슈가링,0,0,0,0,0,"0
(0.00)","0
(0.00)"
홈버틀러,(주)통인에이치앤씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
드론군단아카데미,드론군단협동조합,0,0,0,0,0,"0
(0.00)","0
(0.00)"
바니슬라임,멜랑바니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
코코리(COCORY),(주)코코리색채연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
수피아벌룬,수피아벌룬,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이루리디자인연구소,이루리한복,0,0,0,0,0,"0
(0.00)","0
(0.00)"
행복한요양원,(주)실버킹,0,0,0,0,0,"0
(0.00)","0
(0.00)"
힐앤힐(HILL&HEEL),(주)힐앤힐,0,0,0,0,0,"0
(0.00)","0
(0.00)"
중장비통,(주)동창인프라휴먼,0,0,0,0,0,"0
(0.00)","0
(0.00)"
에코퓨리,(주)상상한자리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
파티수,파티수,0,0,0,0,0,"0
(0.00)","0
(0.00)"
데일리스터디카페,(주)데일리스페이스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
젤리죔죔,(주)씨와이에프앤씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
벌룬프로젝트,(주)벌룬프로젝트스튜디오,0,0,0,0,0,"0
(0.00)","0
(0.00)"
드론군단,프리헬리캠,0,0,0,0,0,"0
(0.00)","0
(0.00)"
닥터스케일,와우인터내셔널(닥터스케일),0,0,0,0,0,"0
(0.00)","0
(0.00)"
기본스터디카페,(주)트리시스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
이룸스터디카페,(주)이룸센터,0,0,0,0,0,"0
(0.00)","0
(0.00)"
올더카,올더카,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카페24창업센터,카페24(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
모컴 플렉스,(주)모컴테크,0,0,0,0,0,"0
(0.00)","0
(0.00)"
스크린만화방,(주)모컴테크,0,0,0,0,0,"0
(0.00)","0
(0.00)"
빽씬(Bagthin),파파애드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
티앤북스(TEANBOOKS),(주)플랜비커뮤니케이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
셰프와친구들,(주)나은솔루션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
별하라운지,(주)별하,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아띠앙쥬(ATTIANGE),(주)아이윈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
로웰클래스,(주)지알씨앤비인터내셔널,0,0,0,0,0,"0
(0.00)","0
(0.00)"
엔아르케(EN ARCHE),엔아르케스터디센터,0,0,0,0,0,"0
(0.00)","0
(0.00)"
샤인나노케어,샤인나노,0,0,0,0,0,"0
(0.00)","0
(0.00)"
메리메이드,(주)메리메이드코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
스터디카페 반(Vän),(주)스페이스반,0,0,0,0,0,"0
(0.00)","0
(0.00)"
노벨스터디카페,(주)포메이션투,0,0,0,0,0,"0
(0.00)","0
(0.00)"
