브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
마이퍼스트 오감놀이터,마이퍼스트뮤직,7,2,0,1,0,"65,963
(0.42)","4,022
(0.03)"
플래뮤 아트 라이브러리,(주)플래뮤에듀랩,7,7,0,0,0,"74,359
(0.47)","2,969
(0.02)"
키즈스피치예소스,키즈스피치예소스학원,7,2,0,0,0,"119,185
(0.76)","3,735
(0.02)"
브레인나우(BRAINNOW),(주)스칸디에듀,7,5,0,0,0,"146,466
(0.93)","4,913
(0.03)"
합격독서실,(주)라움코리아,6,2,0,0,1,"166,195
(1.05)","1,795
(0.01)"
153셀라음악학원,셀라2음악학원,6,0,0,0,0,"99,200
(0.63)","2,768
(0.02)"
아티스(Arty's),늘꿈아티스,6,1,0,2,0,"84,861
(0.54)","2,676
(0.02)"
도도아카데미,(주)소풍엔,6,0,0,2,0,"169,170
(1.07)","3,349
(0.02)"
아이잼,(주)아이잼,5,0,0,2,0,"511,776
(3.25)","4,230
(0.03)"
나나스피치,나나에듀,5,4,0,0,0,"0
(0.00)","0
(0.00)"
렌쥴리킨더,(주)렌쥴리에듀테인먼트,5,5,0,1,0,"0
(0.00)","0
(0.00)"
패스트랙키즈(FasTracKids),(주)맥스교육,4,0,0,0,0,"0
(0.00)","0
(0.00)"
플레이코딩아카데미(PCA),(주)플레이코딩아카데미,4,2,0,1,0,"0
(0.00)","0
(0.00)"
로봇과학클럽,한국로봇과학교육협동조합,4,0,0,0,0,"0
(0.00)","0
(0.00)"
씽씽놀이터,씽씽놀이터,4,0,0,0,0,"0
(0.00)","0
(0.00)"
작업실(Zacup실),윌비아트앤매니지먼트(주),4,0,0,0,0,"0
(0.00)","0
(0.00)"
KBS아트비전 미용학원,(주)케이비아트,4,0,0,2,2,"0
(0.00)","0
(0.00)"
쥬트아뜰리에,수리앤코(주),4,2,1,0,0,"0
(0.00)","0
(0.00)"
맛있는스피치,아나운서(주),3,0,0,0,0,"0
(0.00)","0
(0.00)"
노블리즈 뷰티아카데미,(주)와이즈뷰티테인먼트,3,1,0,0,0,"0
(0.00)","0
(0.00)"
6센스플러스,6센스플러스,3,0,1,0,0,"0
(0.00)","0
(0.00)"
미미살롱,미미살롱,3,2,0,0,0,"0
(0.00)","0
(0.00)"
블루닷라운지,(주)크리플레이,3,3,0,0,0,"0
(0.00)","0
(0.00)"
버터비(Butterbe),버터비베이킹스튜디오,3,0,6,0,0,"0
(0.00)","0
(0.00)"
책과그림숲,책과그림숲,2,0,0,1,0,"0
(0.00)","0
(0.00)"
마스터플랜,(주)놀숲,2,2,0,0,0,"0
(0.00)","0
(0.00)"
쁘리몬테,(주)스콜라몬테소리,2,2,0,0,0,"0
(0.00)","0
(0.00)"
쿠겔,쿠겔호르트,2,1,0,0,0,"0
(0.00)","0
(0.00)"
가치인 독서논술&디베이트,가치인독서논술&디베이트,2,2,0,0,0,"0
(0.00)","0
(0.00)"
키키공방,(주)다솔코리아,2,2,0,0,0,"0
(0.00)","0
(0.00)"
워너비뷰티아카데미,(주)워너비코퍼레이션,2,1,0,0,0,"0
(0.00)","0
(0.00)"
쁘리몬테,(주)스콜라몬테소리,2,2,0,0,0,"0
(0.00)","0
(0.00)"
지니어스 뮤직 코리아,지니어스피아노(GeniusPiano),1,1,0,0,0,"0
(0.00)","0
(0.00)"
스텔라요가 & 필라테스,도안스텔라요가&필라테스,1,0,0,0,1,"0
(0.00)","0
(0.00)"
에이원민턴,(주)에이원민턴,1,1,0,0,0,"0
(0.00)","0
(0.00)"
베베구쯔몬테소리,베베구쯔(주),1,1,0,0,0,"0
(0.00)","0
(0.00)"
지니어스 뮤직 코리아,지니어스피아노(GeniusPiano),1,1,0,0,0,"0
(0.00)","0
(0.00)"
CMP역량교육센터,(주)창의와날개,1,1,0,0,0,"37,397
(0.24)","826
(0.01)"
에프2엠지글로벌뷰티아카데미(F2MG글로벌뷰티아카데미),(주)에프2엠지글로벌뷰티아카데미,1,0,0,1,0,"0
(0.00)","0
(0.00)"
킨더슐레,(주)프렌비,1,0,0,0,0,"0
(0.00)","0
(0.00)"
