업종(대),업종(중),상호,매출액,매출액증가율
외식,,(주)희천,"22,604,248",7.25%
외식,,(주)요거프레소,"20,158,838",-7.53%
외식,,(주)달콤,"19,186,823",3.48%
외식,,(자)동명식품서울지점,"18,753,834",1.76%
외식,,(주)커피에반하다,"17,200,767",22.85%
외식,,(주)매머드커피랩,"13,262,117",20.84%
외식,,㈜메이크어베러(Makeabetter),"13,047,509",59.99%
외식,,(주)제이엠커피컴퍼니,"12,769,577",95.96%
외식,,(주)지핸즈,"11,641,379",23.31%
외식,,(주)더드림홀딩스,"11,335,899",13.17%
외식,,(주)데일리비어,"11,275,154",31.02%
외식,,(주)이에이티,"10,866,167",5.66%
외식,,(주)맥스원이링크,"10,668,585",3.09%
외식,,(주)봄봄,"10,164,661",산출불가
외식,,(주)피투피시스템즈,"9,309,500",-28.04%
외식,,(주)커피니,"8,879,619",-12.37%
외식,,(주)디앤지에프씨,"7,970,755",16.50%
외식,,(주)올리브홀딩스,"7,470,924",29.43%
외식,,(주)제이엠케이,"7,197,559",53.91%
외식,,(주)명진푸드,"7,089,080",-42.93%
외식,,(주)만랩,"6,812,757",40.26%
외식,,(주)피쉐프코리아,"6,797,139",-20.25%
외식,,블루빈컴퍼니(주),"6,582,726",-22.13%
외식,,(주)홍두당,"6,571,036",0.50%
외식,,(주)진심코리아,"6,356,064",-0.02%
외식,,(주)훌랄라,"6,114,145",-8.43%
외식,,(주)동양정수커피,"5,647,471",16.04%
외식,,(주)에스앤큐플러스,"5,601,859",-11.28%
외식,,(주)벌크커피,"5,489,703",36.30%
외식,,(주)비브라더스,"5,421,380",18.03%
외식,,(주)핵가족,"5,256,298",-9.66%
외식,,(주)감성인터내셔널,"5,094,443",-6.20%
외식,,에스프레소코리아(주),"5,066,939",-17.19%
외식,,(주)커피나무,"5,044,232",2.11%
외식,,인버스에프앤비(주),"4,813,352",10.36%
외식,,(주)에버리치에프앤비,"4,749,215",-2.80%
외식,,(주)베모스,"4,720,407",-31.30%
외식,,(주)아슬란,"4,689,117",17.52%
외식,,(주)커피명가,"4,434,029",34.88%
외식,,051커피컴퍼니,"4,386,177",97.51%
외식,,티에고(주),"4,061,395",-16.36%
외식,,(주)히코코,"3,636,613",-22.48%
외식,,(주)빈스앤로스터리코리아,"3,595,726",-24.47%
외식,,(주)웨이닝코리아,"3,595,640",19.32%
외식,,(주)퍼스트에이엔티,"3,467,498",-46.33%
외식,,(주)겟앤쇼,"3,441,643",92.60%
외식,,(주)우주에프앤디,"3,230,676",-14.95%
외식,,㈜아임일리터,"3,086,863",산출불가
외식,,(주)에스에이치리테일,"3,047,551",-17.24%
외식,,(주)카페폴인,"2,934,042",10.53%
외식,,(주)리빈코리아,"2,870,100",-14.15%
외식,,(주)더블유씨엠인터내셔널,"2,770,432",62.23%
외식,,(주)오리지날스푼,"2,735,486",-40.11%
외식,,(주)다빈치,"2,665,859",-7.26%
외식,,(주)라붐팩토리,"2,556,774",-14.57%
외식,,(주)에스이엠,"2,484,898",-15.67%
외식,,(주)브라우니웍스,"2,476,407",-14.34%
외식,,(주)띵크커피코리아,"2,473,914",-5.05%
외식,,블레스롤가맹본부,"2,398,974",-7.12%
외식,,(주)쩐주단코리아,"2,393,802",산출불가
외식,,(주)커핀그루나루,"2,366,515",-33.90%
외식,,(주)더쉐프,"2,290,881",79.53%
외식,,(주)브이앤케이코퍼레이션,"2,278,710",187.62%
외식,,(주)리프래럿,"2,250,198",61.95%
외식,,펩코코리아(주),"2,237,958",-0.25%
외식,,(주)오구본가,"2,232,543",-19.28%
외식,,(주)더뉴웨이스,"2,165,236",679.69%
외식,,(주)향기내는사람들,"2,148,677",55.04%
외식,,에이원인터컴(주),"2,107,924",-10.58%
외식,,(주)티엠홀딩스,"2,082,540",-26.37%
외식,,알리바바파트너스(주),"2,048,113",108.42%
외식,,(주)아리스타,"2,034,055",123.98%
외식,,(주)커피코트,"2,033,235",-14.24%
외식,,(주)중독컴퍼니,"1,997,010",391.98%
외식,,조이풀컴퍼니(주),"1,951,022",48.07%
외식,,(주)비케이컴퍼니,"1,925,058",49.01%
외식,,(주)무진,"1,917,450",-8.74%
외식,,(주)커피만컴퍼니,"1,902,106",3.92%
외식,,(주)크레이저커피그룹,"1,898,133",82.60%
외식,,(주)해피랜드에프엔비,"1,852,801",54.79%
외식,,(주)더츠굿,"1,803,853",-8.13%
외식,,(주)커피볶는집,"1,783,720",17.44%
외식,,(주)프롬하츠,"1,753,353",53.82%
외식,,(주)티앤피아이코리아,"1,726,108",-20.17%
외식,,(주)도남에프앤에프,"1,687,572",2.01%
외식,,(주)인티코프,"1,651,391","81,249.31%"
외식,,(주)지제이케이홀딩스,"1,622,872",-0.89%
외식,,(주)우드앤우즈,"1,592,067",-7.83%
외식,,(주)육십오도씨,"1,532,410",8.95%
외식,,(주)카페온화,"1,476,560",산출불가
외식,,(주)고바슨,"1,454,016",127.62%
외식,,카페일루이스(주),"1,452,904",-12.67%
외식,,(주)더바움코리아,"1,449,676",60.76%
외식,,(주)어반파머스,"1,432,146","2,559.61%"
외식,,(주)케이디즈,"1,412,383",862.91%
외식,,(주)전광수커피,"1,397,760",89.76%
외식,,(주)정직한,"1,364,788",245.78%
외식,,(주)씨엘파미유,"1,348,899",436.34%
외식,,연두커피인터내셔날(주),"1,319,928",-3.30%
외식,,(주)위드텀브,"1,293,639",7.35%
외식,,(주)핸델과그레텔,"1,241,185",47.86%
외식,,(주)비비인터내셔널,"1,199,523",-18.47%
외식,,(주)진영글로벌,"1,147,980",-12.00%
외식,,(주)케이엠엘리,"1,121,757",-9.42%
외식,,(주)씨티씨피,"1,102,721",-3.13%
외식,,(주)청자다방,"1,088,476",-5.68%
외식,,(주)카페원플러스원,"1,056,939",-13.27%
외식,,㈜해밀코리아,"1,052,583",5.70%
외식,,(주)슈퍼커피,"1,041,649",-7.54%
외식,,(주)커먼파트너스,"1,039,516",산출불가
외식,,카페코나퀸즈(주),"1,031,704",-49.53%
외식,,태영에프앤비(주),"1,022,477",-27.21%
외식,,베러먼데이드링크코리아(주),"1,007,107",639.58%
외식,,(주)경성글로벌,"930,962",27.25%
외식,,(주)케이푸드아이엔지,"923,936",0.93%
외식,,(주)마스터코리아,"911,984",-23.15%
외식,,(주)쿠카쿠,"906,600",104.93%
외식,,(주)해리스,"895,168",-38.25%
외식,,(주)루앤비,"888,758",-45.02%
외식,,(주)에스에이치네트웍스,"847,874",7.71%
외식,,(주)편안,"845,366",-9.18%
외식,,(주)비에뜨반미,"844,339",-45.85%
외식,,(주)지인터내셔날피엔케이,"840,886",65.18%
외식,,(주)글로리아진스커피코리아,"835,464",-53.42%
외식,,(주)카페판다,"832,569",66.36%
외식,,(주)디떼,"810,489",-69.93%
외식,,(주)코리아케이푸드,"768,718",산출불가
외식,,(주)디자인포비,"764,328",-33.52%
외식,,일커피(주),"722,454",219.76%
외식,,(유)빈타이컴퍼니,"721,134",9.48%
외식,,(주)카페홀릭,"695,461",-13.39%
외식,,(주)쉬즈베이글,"669,968",산출불가
외식,,(주)에소코리아,"655,534",-30.19%
외식,,(주)에슬로우,"646,231",46.82%
외식,,(주)로반스윗,"646,205",-17.69%
외식,,(주)소진담컬쳐,"643,678",13.85%
외식,,(주)카페도헤이,"607,876",-3.94%
외식,,(주)카페보스,"591,586",102.10%
외식,,㈜디저트플러스,"587,844",112.41%
외식,,킹스빈코리아,"562,564",산출불가
외식,,(주)휴먼앤네이쳐,"561,593",166.22%
외식,,BALENASIXCOFFEECOMPANY,"559,977",39.68%
외식,,A3BOUTCOFFEE,"548,051",-20.73%
외식,,(주)딜라잇코리아,"532,955",19.78%
외식,,뜰5커피,"516,608",39.74%
외식,,한일인터내셔널(주),"514,195",-68.40%
외식,,르돌치일구사육(주),"511,955",-23.49%
외식,,(주)도노텀블,"511,109",7.72%
외식,,(주)쿱커피랩,"482,525",26.60%
외식,,팜테이블,"458,123",-7.21%
외식,,재영홀딩스,"454,228",산출불가
외식,,(주)루머팡,"445,970",-17.15%
외식,,(주)떼루와,"430,106",-34.61%
외식,,(주)아프리카커피가게앤학원,"428,741",-15.70%
외식,,(주)파인피엠아이,"401,884",-51.69%
외식,,(주)디저트팩토리,"398,837",-48.26%
외식,,㈜커피101스트릿,"396,969",95.43%
외식,,(주)디아이디코리아,"381,841",324.17%
외식,,(주)한국창업경제연구소,"378,995",6.25%
외식,,(주)플레어비,"369,254",산출불가
외식,,(주)나우나우,"350,174",122.15%
외식,,데니스,"344,792",35.43%
외식,,(주)라이온에프지,"338,906",-84.84%
외식,,(주)카페발트,"334,545",-23.57%
외식,,(주)애채,"316,562",325.23%
외식,,(주)푸디아,"311,212",-48.08%
외식,,헤일리스커피,"310,846",산출불가
외식,,(주)제이에이치컴퍼니,"309,640",산출불가
외식,,㈜레오인터내셔널,"308,546",2.21%
외식,,반반스프링스,"299,858",-3.84%
외식,,라드커피,"299,092",-22.38%
외식,,(주)강남사람들,"291,586",-5.43%
외식,,토리스타씨앤에스(toristarC&S),"288,106",-14.08%
외식,,(주)아임홈팩토리,"284,746",60.29%
외식,,(주)이츠이츠,"275,150",966.85%
외식,,(주)버블엔젤,"231,552",0.13%
외식,,(주)영투게더컴퍼니,"221,354",산출불가
외식,,(주)에이그레이트,"221,338",산출불가
외식,,(주)에스씨에스에프앤비,"210,232",산출불가
외식,,곰미커피,"208,162",-10.61%
외식,,(주)코나헤이븐코리아,"206,631",-32.98%
외식,,에이피씨(주),"195,585",330.36%
외식,,(주)카페데베르,"191,027",16.31%
외식,,(주)브라우니30,"182,530",-53.42%
외식,,(주)나인어클락,"181,285",12.65%
외식,,(주)주원에프앤비,"177,581",-44.71%
외식,,성별에프터유,"168,354",산출불가
외식,,레이지모닝,"168,293",-67.49%
외식,,(주)세화에프앤씨,"165,746",-16.14%
외식,,(주)라벨스하이디,"162,298",-58.36%
외식,,(주)브라더푸드,"157,966",-66.42%
외식,,(유)다빈,"152,940",-13.92%
외식,,펠어커피,"145,754",51.03%
외식,,서컴퍼니,"139,127",-18.24%
외식,,커피시장상동점,"136,958",22.11%
외식,,(주)제이윈스(Jwins),"132,047",-62.73%
외식,,(주)엘리얼티개발,"127,334",산출불가
외식,,(주)만파식적,"123,654","12,022.94%"
외식,,월드린,"119,094",산출불가
외식,,"카페안시,스튜디오안시","112,835",산출불가
외식,,(주)홈스테드,"110,412",173.26%
외식,,(주)라고바움,"109,114",산출불가
외식,,(주)제너러스커피,"108,893",46.22%
외식,,(주)정명에프앤비,"94,388",산출불가
외식,,(주)빌리컴퍼니,"87,788",산출불가
외식,,켄커피(본점),"82,713",산출불가
외식,,(주)커스텀커피,"78,065",산출불가
외식,,(주)에스엠홀딩스,"72,781",102.17%
외식,,(주)라온제나,"72,368","8,640.10%"
외식,,㈜몬스터,"71,620",산출불가
외식,,(주)바리스타비,"70,307",-36.49%
외식,,커피거리,"70,260",산출불가
외식,,(주)루프트,"68,618",662.42%
외식,,(주)비,"64,918",산출불가
외식,,(주)씨에이치제이,"64,330",-36.47%
외식,,(주)커피집,"63,551",-44.19%
외식,,커피란워시데이,"54,949",산출불가
외식,,(주)유동커피,"49,686",산출불가
외식,,(주)위너에프앤비,"46,971",-21.58%
외식,,(주)어디로드,"40,891",190.71%
외식,,㈜하나패밀리,"38,351",산출불가
외식,,협동조합인재개발뱅크,"33,000",94.03%
외식,,(주)브이케이인터네셔날,"28,743",산출불가
외식,,(주)티에스커피,"18,875",산출불가
외식,,(주)카페코지,"17,217",산출불가
외식,,박철두의브라더스커피,"2,609",산출불가
외식,,(주)올리버브라운코리아,0,-100.00%
외식,,(주)원팀,0,산출불가
외식,,(주)펀키즈코리아,0,-100.00%
외식,,(주)에스엔인더스트리,0,-100.00%
외식,,(주)쿠오레,0,-100.00%
외식,,(주)한경기획,0,-100.00%
외식,,(주)다도글로벌,0,-100.00%
외식,,(주)썬플라워네트웍스,0,산출불가
외식,,(주)어뉴스토리,0,산출불가
외식,,(주)빵카페,0,산출불가
외식,,(주)티제이커피기업,0,산출불가
외식,,(주)와이에이치,0,산출불가
외식,,카페앤스터프체인본부,0,산출불가
외식,,(주)단디코리아,0,산출불가
외식,,(주)빅트리컴퍼니,0,산출불가
외식,,(주)아델라7,0,산출불가
외식,,데일리티(주),0,산출불가
외식,,(주)프랭크서울,0,-100.00%
외식,,(주)파리크라상,"1,835,110,668",3.23%
외식,,(주)공차코리아,"129,269,054",65.40%
외식,,순수유통(주),"35,443,637",11.96%
외식,,스무디킹코리아(주),"15,138,656",-10.63%
외식,,(주)오가다,"13,362,144",18.04%
외식,,(주)비피알,"12,618,374",-21.50%
외식,,쥬씨(주),"12,167,544",-5.62%
외식,,(주)팔공티,"11,374,491","113,644.91%"
외식,,(주)타이거슈가코리아,"10,206,914",산출불가
외식,,(주)스토어하우스,"9,025,547",31.38%
외식,,(주)참인포텍,"8,725,016",-41.97%
외식,,(주)대익인터내셔날코리아,"5,896,496",74.94%
외식,,(주)마이켐,"5,324,437",10.57%
외식,,(주)우남에프앤씨,"5,310,572",산출불가
외식,,(주)에이치에스피라이프,"5,188,548",-38.46%
외식,,(주)매스컴퍼니,"3,986,276",18.45%
외식,,(주)클로리스,"3,932,769",27.19%
외식,,(주)허유산코리아,"3,548,951",-15.66%
외식,,(주)솔트앤슈가,"3,511,767",19.76%
외식,,(주)프로젝트비,"2,867,623",산출불가
외식,,(주)쩐주단코리아,"2,393,802",산출불가
외식,,(주)강동오케익,"2,374,269",-3.87%
외식,,(주)제주스,"2,280,523",0.13%
외식,,(주)페이브푸드,"1,693,413",317.12%
외식,,(주)마치마치코리아,"1,039,205",845.67%
외식,,(주)편안,"845,366",-9.18%
외식,,(주)씨앤딜,"809,451",718.36%
외식,,선우프로듀스(주),"804,767",-58.29%
외식,,(주)코리아케이푸드,"768,718",산출불가
외식,,(주)킹콩쥬스엔커피,"752,357",-36.78%
외식,,(주)호이컴퍼니,"605,670",산출불가
외식,,(주)마이에프앤비,"594,393",-47.49%
외식,,(주)티번,"568,201",148.74%
외식,,컴퍼니맨(주),"544,624",-17.02%
외식,,(주)휴롬팜,"311,810",-34.27%
외식,,(주)차타임,"275,578",-2.14%
외식,,(주)에이치비흥보,"244,949",산출불가
외식,,(주)쥬스팩토리,"218,361",-40.26%
외식,,(주)에딕티코리아,"212,576",산출불가
외식,,글로매스,"203,063",502.29%
외식,,(주)엠투에프앤비,"117,762",-25.29%
외식,,어반크레이티브(주),"88,060",72.20%
외식,,(주)티희차,"54,062",555.77%
외식,,(주)이엠컴퍼니,"31,000",산출불가
외식,,(주)아티스티,"25,584","1,175.37%"
외식,,홍콩다방,0,-100.00%
외식,,(주)쿵푸티코리아,0,산출불가
외식,,(주)음식생각,0,-100.00%
외식,,(주)디딤,"125,265,878",29.12%
외식,,(주)더본코리아,"120,090,805",-32.39%
외식,,(주)준코,"73,464,574",6.06%
외식,,(주)역전에프앤씨,"33,097,923",522.25%
외식,,(주)이루에프씨,"20,623,068",-0.34%
외식,,(주)배상면주가,"19,619,122",-11.60%
외식,,리치푸드(주),"13,842,892",-29.27%
외식,,(주)비피알,"12,618,374",-21.50%
외식,,보고싶다(주),"12,340,962",547.78%
외식,,(주)데일리비어,"11,275,154",31.02%
외식,,(주)오늘연구소,"11,050,800",16.95%
외식,,(주)가업에프씨,"10,408,718",-6.70%
외식,,(주)별동부대,"9,230,351",산출불가
외식,,(주)대세에프엔비,"8,216,827",62.07%
외식,,피에스피에프앤디(주),"8,158,898",58.00%
외식,,(주)리코플레이트,"6,956,071",-40.40%
외식,,(주)와이에프엔씨,"6,824,148",-4.13%
외식,,(주)미라크,"6,736,369",-40.60%
외식,,(주)에쓰와이프랜차이즈,"6,546,932",-18.38%
외식,,(주)위벨롭먼트,"6,441,886","1,355.55%"
외식,,(주)만만연구소,"6,115,839",26.78%
외식,,(주)훌랄라,"6,114,145",-8.43%
외식,,(주)여유와즐거움,"5,941,869",-17.83%
외식,,(주)미트더석세스,"4,530,059",-7.38%
외식,,주인프래너스(주),"4,350,570",4.51%
외식,,(주)엘에이치지,"4,114,711",6.46%
외식,,(주)남천에프앤비,"3,684,271",9.29%
외식,,(주)이원,"3,677,453",-26.84%
외식,,(주)다이닝팩토리,"3,085,411",53.06%
외식,,(유)맛쎈푸드,"2,948,670",901.35%
외식,,(주)케이더블유프랜차이즈,"2,694,538",-19.08%
외식,,(주)삼조에스피피,"2,655,947","10,195.96%"
외식,,(주)올바른에프앤비,"2,655,203",3.50%
외식,,(주)엔에이치에프,"2,517,140",-6.58%
외식,,(주)트렌차이즈,"2,429,974",-11.67%
외식,,(주)왕부라더스,"2,423,182",152.89%
외식,,(주)빅브라더,"2,419,367",64.73%
외식,,(주)피엘오하모니,"2,372,196",-6.30%
외식,,(주)더남,"2,215,192",15.20%
외식,,(주)더벗,"2,209,477",164.13%
외식,,(주)서래스터,"2,144,884",27.46%
외식,,(주)에스앤디코퍼레이션,"2,040,600",-43.59%
외식,,(주)엘브라더스,"2,027,840",7.03%
외식,,(주)빅토리어스,"1,999,724",58.37%
외식,,(주)대진에프앤비,"1,958,938",21.61%
외식,,(주)와이비운용사업부,"1,913,728",16.02%
외식,,이심전심(주),"1,906,888",23.22%
외식,,(주)길품에프엔비,"1,880,207","1,254.34%"
외식,,(주)트레비브로이,"1,714,685",-16.58%
외식,,(주)알피,"1,697,185",-11.46%
외식,,마이크로브루어리코리아(주),"1,686,887",-47.53%
외식,,(주)치어스,"1,573,024",-5.78%
외식,,(주)티에스에프엔씨,"1,541,822",-25.88%
외식,,(주)더블에스그룹,"1,522,464","11,569.97%"
외식,,(주)이도코리아,"1,520,662",-42.09%
외식,,(주)까투리,"1,504,496",-14.73%
외식,,(주)대건에프앤비,"1,446,760",441.04%
외식,,(주)하드투포겟공간,"1,417,630",508.71%
외식,,(주)크래프트한스,"1,374,805",-58.14%
외식,,(주)에스와이네트웍스,"1,353,829",0.70%
외식,,(주)차차,"1,343,788",15.99%
외식,,(주)케이엠지엠,"1,335,449",산출불가
외식,,(주)제이에스인터푸드,"1,327,812",73.57%
외식,,(주)모건파트너스,"1,281,936",156.19%
외식,,(주)시선프랜차이즈,"1,276,431",151.01%
외식,,(주)포앤디코리아,"1,262,492",20.18%
외식,,(주)마시명가,"1,228,814",95.48%
외식,,칠삼비브라더스(주),"1,226,315",-48.85%
외식,,(주)용감한사람들,"1,224,433",40.24%
외식,,(주)인토외식산업,"1,125,367",-41.69%
외식,,산,"1,110,003",2.47%
외식,,(주)은혜푸드,"1,100,002",18.21%
외식,,(주)단골손님,"1,054,015",산출불가
외식,,(주)승기,"1,001,801",2.52%
외식,,(주)오성푸드,"947,396",47.34%
외식,,(주)더동쪽바다가는길,"938,136",144.80%
외식,,제이에스푸드(JS푸드),"896,133",-24.74%
외식,,(주)플랜에이컴퍼니,"877,007",-8.92%
외식,,(주)캔즈코리아,"802,962",18.74%
외식,,(주)달빛가족,"795,320",-14.08%
외식,,(주)디디프랜즈,"759,525",135.99%
외식,,(주)군선생,"758,369",4.02%
외식,,(주)비원에프앤씨,"743,682",-40.90%
외식,,미키코리아,"742,486",2.85%
외식,,맘에드는F&B,"727,955",산출불가
외식,,(주)팀어반,"716,801",산출불가
외식,,칠공공비어(주),"710,802",-22.24%
외식,,(주)청욱,"700,478",-12.63%
외식,,(주)이든에프엔씨,"680,049",-52.97%
외식,,농업회사법인(주)별난사람들,"674,364",-32.44%
외식,,(주)다온에프앤에스,"651,882",7.60%
외식,,금별맥주,"651,037",4.78%
외식,,(주)비어바나,"647,355",326.16%
외식,,콜리,"644,820",3.40%
외식,,(주)모두가족,"623,828",3.56%
외식,,오엔푸드,"621,372",11.00%
외식,,갈매기브루잉(주),"594,888",-22.27%
외식,,(주)루덴스,"562,356",산출불가
외식,,(주)상구패밀리,"544,595",89.35%
외식,,토리고야패밀리(주),"542,501",-42.82%
외식,,(주)이분생,"530,155",산출불가
외식,,(주)엔디홀딩스,"527,993",11.07%
외식,,시장을여는사람들,"524,355",-5.52%
외식,,(주)신흥푸드바이오,"522,311",산출불가
외식,,(주)엔츠,"519,857",산출불가
외식,,아벡데프리츠,"515,814",19.01%
외식,,(주)케이케이에프앤비(KKF&B),"505,950","2,520.82%"
외식,,(주)봉자체인본부,"486,208",7.14%
외식,,(주)케이디코리아,"483,704",1.33%
외식,,(주)엠에프케이에프앤비,"470,205",산출불가
외식,,식감이야기석남점,"469,989",-19.43%
외식,,(주)엘티피에프앤씨,"423,830",산출불가
외식,,(주)사람과사람,"406,050",2.95%
외식,,(주)한국창업경제연구소,"378,995",6.25%
외식,,미코에프씨(주),"368,879",-56.17%
외식,,(주)에이펙스에프앤비,"348,185","51,790.46%"
외식,,(주)봉남푸드,"342,686",272.10%
외식,,(주)춘자외식,"338,016",-32.51%
외식,,(주)다존,"335,587",-45.28%
외식,,쉼표맥주(직영점),"318,142",-7.31%
외식,,프랜차이즈창업연구소올프랜즈,"317,991",산출불가
외식,,(주)바이한,"315,276",-35.61%
외식,,(주)아지트메이커,"314,247",-45.22%
외식,,(주)별네트웍스,"307,234",산출불가
외식,,희미한옛사랑의그림자,"304,931",9.36%
외식,,(주)드링코코리아,"301,932",106.11%
외식,,(주)동행,"267,388",-66.87%
외식,,(주)88노가리,"266,068",산출불가
외식,,미친가리비,"260,064",2.84%
외식,,짝태시대,"256,223",산출불가
외식,,새우락,"245,024",산출불가
외식,,삼정코리아,"241,976",-26.05%
외식,,(주)피에프에스,"234,489",-14.44%
외식,,홍스푸드,"231,640",산출불가
외식,,(주)올웨이즈에프앤비,"218,014",산출불가
외식,,한냥노가리본사,"217,938",-9.33%
외식,,(주)야미,"212,918",32.05%
외식,,붐비어,"205,959",39.31%
외식,,㈜와이케이코리아,"188,693",-17.44%
외식,,(주)더불어함께하는세상,"187,842",-32.55%
외식,,(주)선후,"186,553",-39.47%
외식,,(주)자갈치브라더스,"186,325",산출불가
외식,,(주)세마리원숭이,"184,676",산출불가
외식,,(주)올머스트,"180,400",산출불가
외식,,(주)비어프랜드,"176,463",산출불가
외식,,(주)다온코퍼레이션,"171,578",산출불가
외식,,순돌이네연탄집,"170,888",-18.27%
외식,,빨간맛집,"162,582",-4.68%
외식,,(주)우리듬,"158,298",-3.86%
외식,,(주)바론에프엔씨,"154,298",626.93%
외식,,(주)개집비어,"148,279",-38.69%
외식,,(주)코리아엔에스,"141,082",-37.34%
외식,,(주)맥주의전설,"127,321",산출불가
외식,,맥공서신점,"119,259",산출불가
외식,,(주)강경푸드,"117,078",-48.86%
외식,,(주)용형,"117,050",-3.33%
외식,,(주)트리플세븐,"116,907",산출불가
외식,,(주)프로파트너,"101,150",-12.54%
외식,,(주)리치메이커,"100,736",-55.51%
외식,,(주)에스씨에프,"86,429",-64.22%
외식,,(주)혼술식당,"72,508",산출불가
외식,,(주)맑음푸드,"58,309",-42.74%
외식,,(주)비즈플랜비,"45,132",-77.07%
외식,,(주)제이와이피,"36,770",산출불가
외식,,타베코리아,"36,210",산출불가
외식,,(주)맛있게즐기고,"32,343",-57.62%
외식,,(주)와이에이치홀딩스,"31,093",-79.31%
외식,,(주)이찌방이야기,"28,228",산출불가
외식,,(주)수에프씨,"21,931",-53.68%
외식,,(주)펀투비위드,"12,020",-70.05%
외식,,(주)위너스에프앤디,"10,000",산출불가
외식,,(주)엠제이인터내셔널,"9,664",-42.93%
외식,,DCT컴퍼니,"5,986",산출불가
외식,,(주)얼맥당,"5,105",산출불가
외식,,(주)더신선,"4,700",-96.43%
외식,,(주)호맥생활,"3,821",산출불가
외식,,상생,931,산출불가
외식,,용진집프랜차이즈,0,산출불가
외식,,(주)오늘와인,0,-100.00%
외식,,(주)한경기획,0,-100.00%
외식,,(주)보틀컴퍼니,0,산출불가
외식,,(주)1988아리랑,0,산출불가
외식,,(주)박앤코파트너스,0,산출불가
외식,,(주)종로호랑이에프앤디,0,산출불가
외식,,(주)빙고푸드,0,산출불가
외식,,사쿠라테이엔,0,산출불가
외식,,(주)농심,"1,905,694,049",2.58%
외식,,(주)농협목우촌,"582,198,450",산출불가
외식,,(주)디딤,"125,265,878",29.12%
외식,,(주)더본코리아,"120,090,805",-32.39%
외식,,(주)즐거운세상,"78,545,057",3.93%
외식,,아모제푸드(주),"77,902,493",-10.23%
외식,,(주)놀부,"71,633,984",-17.39%
외식,,(주)핫시즈너,"61,022,538",-0.84%
외식,,(주)다름플러스,"56,365,218",211.90%
외식,,해피브릿지협동조합,"50,383,318",-1.99%
외식,,(주)채선당,"47,220,665",-9.80%
외식,,(주)바이킹그룹,"44,508,273",15.25%
외식,,어판왕어업회사법인㈜,"42,238,371",22.75%
외식,,명랑시대외식청년창업협동조합,"37,483,226",9.73%
외식,,(주)앤하우스,"35,019,820",114.51%
외식,,(주)세컨드찬스,"32,283,951",-4.12%
외식,,(주)김가네,"30,542,070",-3.97%
외식,,(주)아이센스에프앤비,"28,637,535",12.48%
외식,,(주)굿맨프리미어파트너스,"25,138,988",23.18%
외식,,(주)루시카토,"24,773,785",10.86%
외식,,쿠산코리아(주),"24,346,968",13.38%
외식,,(주)티지와이,"24,255,268",61.92%
외식,,인피니티벤처스(주),"20,207,395",736.38%
외식,,(주)하남에프앤비,"18,224,903",-17.04%
외식,,(주)후니에프앤비,"17,112,780",28.74%
외식,,(주)식의,"16,244,653",-9.20%
외식,,(주)나도람에프씨,"16,226,219",-9.57%
외식,,(주)부자이웃,"15,193,870",-16.04%
외식,,(주)봉푸드,"15,118,114",2.26%
외식,,(주)계림식품농업회사법인,"14,155,507",-17.92%
외식,,리치푸드(주),"13,842,892",-29.27%
외식,,(주)북촌사람들,"13,839,363",22.53%
외식,,(주)풀잎채,"13,689,358",-10.51%
외식,,(주)마세다린,"13,570,414",-2.68%
외식,,(주)일승식품,"13,565,098",-5.98%
외식,,(주)달구지푸드,"13,525,796",36.02%
외식,,(주)바른미트,"13,449,505",44.81%
외식,,(주)비피알,"12,618,374",-21.50%
외식,,(주)서정,"12,555,080",0.80%
외식,,(주)푸드엠코리아,"12,453,449",26.00%
외식,,(주)제이테이블,"12,347,601",-3.56%
외식,,보고싶다(주),"12,340,962",547.78%
외식,,더스카이팜후라이드참잘하는집지점,"11,991,814",-49.82%
외식,,(주)골든하인드,"11,930,353",369.41%
외식,,(주)명인에프엔비,"11,910,410",6.22%
외식,,(주)세광그린푸드리테일,"11,829,027",73.27%
외식,,(주)카모메호스피탈리티그룹,"11,297,300",6.71%
외식,,(주)지엠푸드,"11,184,404",8.29%
외식,,(주)환공어묵베이커리,"10,972,539",-14.30%
외식,,(주)삼다돈,"10,936,225",-9.07%
외식,,(주)오리엔탈푸드코리아,"10,765,013",-27.90%
외식,,커피스미스에프씨(주),"10,660,234",-17.75%
외식,,(주)죽이야기,"10,472,203",50.82%
외식,,(주)가업에프씨,"10,408,718",-6.70%
외식,,(주)빅투,"10,328,815",-42.94%
외식,,(주)풍전에프앤비,"10,140,761",3.24%
외식,,(주)행복한구이세상,"10,063,581",13.93%
외식,,(주)족발야시장,"9,919,114",32.72%
외식,,농업회사법인(주)다영푸드,"9,846,546",-30.87%
외식,,(주)미라지식품,"9,680,994",-3.08%
외식,,(주)병천아우내식품,"9,652,369",14.17%
외식,,(주)제이엔케이패밀리,"9,575,704",815.63%
외식,,(주)인에프앤씨,"9,486,169",121.01%
외식,,(주)테이스터스,"9,332,044",54.07%
외식,,(주)다이닝에스엠,"9,292,839",-6.56%
외식,,(주)라무진,"9,158,413",-7.10%
외식,,(주)영광식품,"9,150,072",0.68%
외식,,(주)디저트메이커스,"9,015,939",-19.07%
외식,,(주)해리코리아,"9,006,431",18.88%
외식,,(주)오색만찬,"8,900,778",-11.01%
외식,,(주)이에이치컴퍼니,"8,778,007",11.61%
