브랜드,상호,창업비용
커피스미스,커피스미스에프씨(주),"252,215
(2.53)"
사천노마훠궈,농업회사법인(주)사천노마,"249,900
(2.51)"
다영신토불이,농업회사법인(주)다영푸드,"249,200
(2.50)"
BORDERLINE,(주)베이스컴퍼니,"245,900
(2.47)"
숨비소리,(주)춘자외식,"241,340
(2.42)"
돈까스클럽,(주)일승식품,"240,750
(2.42)"
카툰공감,(주)라이온에프지,"239,500
(2.40)"
24티에스라운지(24TS Lounge),(주)더블류스텔라,"236,825
(2.38)"
신도세기,더에스지파트너스(주),"235,250
(2.36)"
아그라,(주)아그라홀딩스,"234,300
(2.35)"
구슬함박,(주)구슬함박,"233,300
(2.34)"
부엉이돈가스,(주)부엉이에프엔비,"225,835
(2.27)"
농장사람들,농장사람들(주),"222,400
(2.23)"
백년회관서서갈비,(주)다이노에프에스,"221,950
(2.23)"
바스버거(BAS BURGER),(주)테이스터스,"218,400
(2.19)"
한씨네대가추어탕,농업회사법인(주)한씨네,"218,150
(2.19)"
추오정,(주)아정푸드시스템,"217,800
(2.19)"
맘앤팜왕푸짐,(주)지엔에스엠엔에프,"216,070
(2.17)"
웰자청,(주)델타에프엔지,"215,700
(2.17)"
고기고샵,(주)스몰빅마케팅컴퍼니,"212,780
(2.14)"
양대감600,더원,"208,800
(2.10)"
인스타크랩,(주)더선주,"207,609
(2.08)"
다이닝센,(주)더센코리아,"206,800
(2.08)"
이탄집,(주)다름플러스,"204,410
(2.05)"
세광교대갈비집,(주)세광그린푸드리테일,"204,000
(2.05)"
오므토토마토,아모제푸드(주),"198,750
(2.00)"
베테랑바베큐,에프엠에프(주),"198,000
(1.99)"
비와별 닭갈비,(주)비와별,"197,500
(1.98)"
아리노마마,임정라인(주),"195,800
(1.97)"
달테이블,(주)비본코리아,"195,740
(1.96)"
블랙스테이크,(주)더블유에스컴퍼니,"195,460
(1.96)"
고베규카츠,(주)더블유에스컴퍼니,"195,460
(1.96)"
서해해물칼국수,청록식품,"193,400
(1.94)"
어사출또,어판왕어업회사법인㈜,"191,440
(1.92)"
퍼스트플로어,(주)원더,"191,173
(1.92)"
엠쿡,(주)브이에프알씨,"190,900
(1.92)"
오늘스테이크,(주)우리동네에프앤비,"190,410
(1.91)"
경성함바그,(주)우리동네에프앤비,"190,410
(1.91)"
라라코스트(raracost),(주)라라에프앤비(RARAF&B),"190,100
(1.91)"
레트로키친,레트로키친,"188,500
(1.89)"
비손샤브칼국수,(주)비에스다이닝코리아,"187,800
(1.89)"
애플블러썸,애플블러썸,"187,800
(1.89)"
포메인,(주)데일리킹,"185,950
(1.87)"
꽃담은소,(주)아리솔에프씨,"185,854
(1.87)"
리원,(주)리원에프앤씨,"185,668
(1.86)"
농부애갈비,(주)농부애푸드,"184,300
(1.85)"
몰틀리,(주)리원에프앤씨,"183,668
(1.84)"
인생고기집,(주)라이프푸드컴퍼니,"182,650
(1.83)"
화덕고깃간,(주)강남에프앤비,"182,300
(1.83)"
초대창,(주)초에프앤비,"181,550
(1.82)"
돈까스고집,(주)소담,"181,000
(1.82)"
1943,(주)위벨롭먼트,"181,000
(1.82)"
소신,(주)지엔에스에프앤비,"178,360
(1.79)"
몽뜨레셰프,(주)제이앤피몽뜨레,"177,800
(1.78)"
아메리칸존슨,(주)에스엠푸드,"177,000
(1.78)"
이태리반점,(주)엘케이푸드글로벌,"171,300
(1.72)"
한잔차차,(주)차차,"171,100
(1.72)"
세광교대이층집,(주)세광그린푸드리테일,"171,000
(1.72)"
존슨식당,(주)에스엠푸드,"170,180
(1.71)"
더포(THE PHO),(주)루아,"170,000
(1.71)"
겐돈소바,(주)겐돈에프앤비,"169,500
(1.70)"
미사리스테이크,(주)하남에프앤비,"169,415
(1.70)"
그램그램,(주)빅투,"168,800
(1.69)"
바푸리뽕앤까스,(주)비피알,"168,300
(1.69)"
돌빙커피,돌빙F&B,"167,550
(1.68)"
본가장수촌,(주)본가장수촌,"167,000
(1.68)"
샤브향,(주)샤브향,"166,500
(1.67)"
찜샤브,(주)백채,"166,500
(1.67)"
뚜띠쿠치나,지엘라온(주),"165,930
(1.67)"
포차끝판왕,(주)투애니시스템(2NESystem),"165,250
(1.66)"
싱글벙글복어,싱글벙글,"164,380
(1.65)"
비츠(Beetz),(주)식의,"164,075
(1.65)"
커피스미스드래프트,커피스미스에프씨(주),"162,500
(1.63)"
앤하우스,(주)앤하우스,"161,390
(1.62)"
보리네생고깃간,보리네협동조합,"160,650
(1.61)"
어풍당당,(주)하늘푸드시스템,"159,300
(1.60)"
샌드프레소,(주)동원홈푸드,"158,500
(1.59)"
착한낙지,푸드이노베이션,"158,400
(1.59)"
세광양대창,(주)세광그린푸드리테일,"157,800
(1.58)"
부드럽소,(주)링크온유,"157,460
(1.58)"
일이육삼,(주)일이육삼,"156,800
(1.57)"
가츠린,(주)쿡앤리빙,"156,300
(1.57)"
아이엠쿡,(주)비본코리아,"155,700
(1.56)"
완벽한 인생,(주)투썬에프엔씨(F&C),"154,800
(1.55)"
청년고깃집담,(주)제이에이치컴퍼니,"154,206
(1.55)"
홍대개미,(주)후니에프앤비,"153,360
(1.54)"
청키면가,(주)제스코푸드,"153,150
(1.54)"
담장옆에국화꽃,(주)담꽃,"152,800
(1.53)"
제주은희네해장국,(주)하솔에프앤비,"150,850
(1.51)"
고반식당,(주)고반에프앤비,"150,250
(1.51)"
그린애플,(주)우석글로벌비즈,"150,200
(1.51)"
스크린 스타디움,(주)모컴테크,"150,000
(1.51)"
씨플랫(C.Flat),콜리,"149,100
(1.50)"
펄스맥커피,(주)펄맨,"149,000
(1.50)"
월남쌈김상사,(주)웰빙푸드에프씨,"148,950
(1.50)"
반하는보쌈&밥상,(주)바른식,"147,800
(1.48)"
바른식시골보쌈&감자옹심이,(주)바른식,"147,800
(1.48)"
누룽씬,농업회사법인순천만누룽지(주),"147,450
(1.48)"
이차돌,(주)다름플러스,"146,770
(1.47)"
용호동낙지,(주)봉푸드,"146,500
(1.47)"
토시래,(주)퍼스트원,"145,000
(1.46)"
유천냉면,(주)유천대가,"144,782
(1.45)"
강남교자,(주)강남로하스,"144,700
(1.45)"
빛나는바다,(주)빛나는바다,"144,315
(1.45)"
갯벌애꼬막,(주)수미담,"143,900
(1.44)"
우와,우와,"143,600
(1.44)"
낙지道家,경원에프앤비(주),"141,900
(1.42)"
봉대박파스타&찜닭,(주)에프씨봉대박,"141,600
(1.42)"
푸주한,(주)글로리아에프아이,"141,600
(1.42)"
맘스민,(주)엠에스엠푸드,"141,400
(1.42)"
삼육칠하우스,(주)유원에프앤비,"141,075
(1.42)"
연어로만,(주)거룩한일오삼,"140,250
(1.41)"
미도인(味道人),㈜위드컴퍼니에이치앤비,"139,950
(1.40)"
양연화로,(주)양연에프엔비,"139,200
(1.40)"
승승,승승그룹(주),"138,650
(1.39)"
팔자막창,(주)에이트,"138,100
(1.39)"
보돌미역,(주)비엔에스에프앤비,"137,550
(1.38)"
만이갈비,(주)더윈코리아,"137,500
(1.38)"
세겹살,세겹살,"137,220
(1.38)"
정담은보쌈,정담은보쌈(주),"137,110
(1.38)"
우마이살몬,히노아스카(주),"136,500
(1.37)"
육감만족,(주)정담,"136,000
(1.37)"
오목집,(주)세광그린푸드리테일,"135,800
(1.36)"
누룩꽃 피는날,(주)노른자팩토리,"135,200
(1.36)"
어풍당당 두번째 이야기 조개 화로구이 전문점,(주)하늘푸드시스템,"135,100
(1.36)"
풍국면,(주)진담,"135,000
(1.36)"
도담육개장,도담유통,"133,850
(1.34)"
태양부양꼬치,(주)태양부,"133,150
(1.34)"
쎄오1080,파워푸드(유),"132,900
(1.33)"
명미트싸롱,파워푸드(유),"132,900
(1.33)"
닭익는마을도리마루,(주)지엔에스에프앤비,"132,833
(1.33)"
고철상,고철상,"132,800
(1.33)"
델리커리(DELHICURRY),(주)델리푸드,"131,450
(1.32)"
백오도찹쌀누룽지탕,마루앤F/D,"131,000
(1.32)"
하대승 담양갈비,승승그룹(주),"130,986
(1.31)"
플랩잭팬트리(Flapjack Pantry),(주)플랩잭팬트리(FlapjackPantry),"130,800
(1.31)"
가로수맥주,(주)가로수브루잉컴퍼니,"130,300
(1.31)"
숙달돼지,(주)아이언미트,"130,100
(1.31)"
보고싶다,보고싶다(주),"129,314
(1.30)"
믹스더그린,믹스더그린,"128,500
(1.29)"
마시따아구,(주)마시따,"128,500
(1.29)"
허브스미스(Herbsmith),스미스이노베이션,"128,200
(1.29)"
돈까스팩토리,(주)일승식품,"128,153
(1.29)"
서소문족발,서소문(주),"128,129
(1.29)"
인근주민,모든F&C,"126,750
(1.27)"
만두골,(주)명인에프엔비,"126,500
(1.27)"
압구정곱떡,(주)다이닝팩토리,"126,310
(1.27)"
정돈,(주)바른파트너즈,"126,300
(1.27)"
스노우폭스,(주)스노우폭스코리아,"126,300
(1.27)"
우마루,(주)마루에프씨,"125,900
(1.26)"
육장갈비,(주)마루에프씨,"125,900
(1.26)"
세광교대골목집,(주)세광그린푸드리테일,"125,600
(1.26)"
TAPTAP(탭탭),(주)여유와즐거움,"124,850
(1.25)"
오장동흥남집,(주)오제이푸드,"124,500
(1.25)"
고굽남 고기굽는남자,(주)엔제이컴퍼니,"124,400
(1.25)"
유소춘의낙곱새,유소춘푸드케어,"124,050
(1.25)"
원조설악추어탕,(주)케리온,"123,890
(1.24)"
뽕잎사랑샤브칼국수보쌈냉면,(주)성신에프씨,"123,570
(1.24)"
피맥컴퍼니,(주)모던키친컴퍼니,"123,550
(1.24)"
민영활어공장,(주)디딤,"123,175
(1.24)"
아비꼬,쿠산코리아(주),"122,900
(1.23)"
101번지 남산돈까스,(주)에스엠제이컴퍼니,"122,780
(1.23)"
문가네 정육식당,(주)문가네,"122,700
(1.23)"
남가네설악추어탕,(주)미라지식품,"122,393
(1.23)"
등심연구소,썰로인연구소,"121,966
(1.22)"
소한마리몽땅무쏘,(주)바른미트,"121,800
(1.22)"
시칠리아피떡,(주)씨엘파미유,"121,600
(1.22)"
김덕후의 곱창조,(주)김덕후컴퍼니,"121,050
(1.22)"
세련대게,(주)젠틀마린스,"120,500
(1.21)"
고기굽는카페조선,(주)더굿에프엔씨,"120,005
(1.20)"
메밀나라,(주)메밀나라,"119,800
(1.20)"
백년불고기,(주)백년불고기,"119,600
(1.20)"
원키친,(주)더본코리아,"119,295
(1.20)"
완백부대찌개,씨엘카이로스(주),"118,775
(1.19)"
목우촌미소와돈,(주)농협목우촌,"118,670
(1.19)"
곱닭,(주)훌랄라,"118,600
(1.19)"
돈까스청춘,(주)훌랄라,"118,600
(1.19)"
홍수계찜닭,(주)마루퍼슨스,"118,100
(1.19)"
jay coffee,제이에이치푸드,"117,500
(1.18)"
즐거운심야식당,(주)즐거운,"116,600
(1.17)"
위찜,위찜,"116,500
(1.17)"
디저트39,(주)디저트메이커스,"116,490
(1.17)"
닭익는마을,(주)지엔에스에프앤비,"116,333
(1.17)"
바른식 수유동 옛날면옥,(주)바른식,"116,125
(1.17)"
브런치앤다이닝37.5(Brunch&Dining37.5),(주)제이더블유에프앤비,"115,580
(1.16)"
아낙촌,아낙촌,"115,500
(1.16)"
바이젠하우스,(주)금강브루어리,"115,420
(1.16)"
더하고부대찌개,(주)그레이스식품,"115,300
(1.16)"
노포식당,(주)한국창업능률개발원,"115,050
(1.15)"
김수미의엄마손맛,(주)씨와이비,"114,950
(1.15)"
인기명,(주)인에프앤씨,"114,650
(1.15)"
창화당,(주)더씨앤디,"114,640
(1.15)"
샌드리아,(주)엘에이치지,"114,600
(1.15)"
그집돼지,㈜써클앤스퀘어,"114,500
(1.15)"
육칠팔,(주)육칠팔,"114,329
(1.15)"
화화,(주)미소에프엔씨,"114,280
(1.15)"
종로냄비,(주)훌랄라,"113,900
(1.14)"
패대기,(주)깐깐한패밀리,"113,790
(1.14)"
명동칼국수,(주)명동푸드,"113,770
(1.14)"
나성갈비,(주)에쓰와이프랜차이즈,"113,705
(1.14)"
붐바타,해마로푸드서비스(주),"113,398
(1.14)"
순남시래기,바른창업(주),"113,300
(1.14)"
고니지니,(주)유천대가,"113,261
(1.14)"
강경불고기,(주)강경푸드,"113,000
(1.13)"
남문바베큐,남문숯불바베큐앤치킨본점,"113,000
(1.13)"
킨지(KINJI),(주)킨지(KINJI),"112,965
(1.13)"
돼지대첩,(주)해리코리아,"112,750
(1.13)"
다기야,(주)씨랩,"112,400
(1.13)"
백정,(주)육칠팔,"112,329
(1.13)"
소바루,소바루,"112,250
(1.13)"
뭐양,농업회사법인(주)사천노마,"112,100
(1.13)"
베브릿지,(주)월드베브릿지,"110,800
(1.11)"
육봉달333,(주)티아이코스모스,"110,650
(1.11)"
79네수육국밥,79푸드컴퍼니(주),"110,600
(1.11)"
정직한푸줏간육화몽,(주)일미락푸드네트웍스,"110,600
(1.11)"
종로할머니칼국수 수(手),(주)모스트앤컴퍼니,"109,860
(1.10)"
종로할머니칼국수 수(手),(주)모스트앤컴퍼니,"109,860
(1.10)"
닭대장,㈜헬로에프앤비,"109,700
(1.10)"
헬로팬,㈜헬로에프앤비,"109,700
(1.10)"
포메인RED,(주)데일리킹,"109,500
(1.10)"
박은자맛사랑,(주)다나,"109,500
(1.10)"
MH백년갈비,(주)만호미트농업회사법인,"109,500
(1.10)"
크랩크랩,(주)하프타임,"109,250
(1.10)"
카페츄로빅,(주)브릭심,"109,110
(1.10)"
우리동네맛집 청해코다리,더라인,"108,700
(1.09)"
헬로크랩,헬로크랩,"108,600
(1.09)"
오야스미,오야스미파주점,"108,400
(1.09)"
낭만순대,(주)창구에프앤씨,"108,150
(1.09)"
서래통,(주)서래스터,"107,900
(1.08)"
놀라몬드,(주)교아당,"107,830
(1.08)"
오징어청춘,(주)청춘,"107,800
(1.08)"
목우촌웰빙마을,(주)농협목우촌,"107,570
(1.08)"
미친고기,미친고기,"107,530
(1.08)"
어죽대부,어죽대부푸드,"107,500
(1.08)"
모소리,(주)서울스토리,"107,300
(1.08)"
낚시꾼 김춘복의 도시어부,낚시꾼김춘복의도시어부,"107,300
(1.08)"
명동칼국수,(주)성운에프씨,"107,250
(1.08)"
바오밥(BAOBAB),(주)바오밥아이엔씨,"107,206
(1.08)"
최동민양푼갈비,최동민양푼갈비,"107,050
(1.07)"
맥쓰(MEXX)세계치킨,맥쓰(MEXX)세계치킨,"107,000
(1.07)"
돈수백,(주)푸디안,"107,000
(1.07)"
김부삼,(주)제이에스와이푸드,"106,920
(1.07)"
돈족골,돈푸드시스템,"106,800
(1.07)"
요가파이어,(주)강경푸드,"106,400
(1.07)"
인생보조개,인생보조개,"106,200
(1.07)"
부자돼지,부자돼지,"106,150
(1.07)"
찜다해,찜다해,"106,000
(1.06)"
홍담동 홍게우동집,(주)홍담에프앤비,"105,980
(1.06)"
홍중라좡훠궈,중경홍중샤브뷔페,"105,700
(1.06)"
쉐프의부대찌개,(주)케이더블유프랜차이즈,"105,685
(1.06)"
육봉달,(주)티아이코스모스,"105,650
(1.06)"
카페마이뮤지엄,카페마이뮤지엄,"105,620
(1.06)"
원조 김할머니 의령소바,(주)광개토에프에스,"105,600
(1.06)"
빛가람국밥,(주)빛가람에프앤비,"105,463
(1.06)"
11시 들쌈밥,탄불이연탄불고기쌈밥,"105,400
(1.06)"
"진가원 전주콩나물국밥,묵사발",(주)진가원푸드,"105,400
(1.06)"
요리야 황제돈가스,(주)다알찬,"105,300
(1.06)"
미소공장,티앤에스피플(주),"105,000
(1.05)"
화통집,(주)조은세상에프엔씨,"104,800
(1.05)"
영동족발,(주)영동족발,"104,541
(1.05)"
화포식당,(주)다이닝에스엠,"104,500
(1.05)"
DNRANCH,(주)비아든,"104,170
(1.05)"
산쪼메,(주)엠엔에스코리아,"104,050
(1.04)"
김영희강남동태찜,(주)해피푸드,"104,000
(1.04)"
유온달포장,유온달포장,"103,950
(1.04)"
멘무샤,(주)오리엔탈푸드코리아,"103,900
(1.04)"
통큰갈비,(주)해성외식,"103,577
(1.04)"
삼돈이,(주)알앤씨,"103,250
(1.04)"
이동근선산곱창.막창,(주)에이투지,"103,200
(1.04)"
멘멘닭칼국수,신성칼국수,"103,000
(1.03)"
마키아티,(주)더담에프앤디아이,"103,000
(1.03)"
가배두림,(주)가배두림,"102,790
(1.03)"
낭만닭발,낭만닭발,"102,600
(1.03)"
족발팩토리,(주)보일드,"102,300
(1.03)"
개성집,(주)바름,"102,300
(1.03)"
북해도목장,(주)피플블라썸,"102,150
(1.03)"
일경 양대창,농부의마음,"102,040
(1.02)"
십원집,(주)쉐프진,"102,000
(1.02)"
양대포,(주)불을지키는사람들,"102,000
(1.02)"
서가 김푸드 연수해물나라,서가김푸드,"101,860
(1.02)"
죽이야기,(주)죽이야기,"101,700
(1.02)"
아지양,(주)아지야,"101,500
(1.02)"
명덕총각족발,총각푸드,"101,300
(1.02)"
황소알곱창,(주)월투월,"101,250
(1.02)"
징기스,(주)이에이치컴퍼니,"101,030
(1.01)"
포램,(주)샤브향,"101,000
(1.01)"
바푸리pho베트남쌀국수,(주)비피알,"100,980
(1.01)"
메고지고,(주)라이스파이,"100,886
(1.01)"
불소식당,(주)불소,"100,880
(1.01)"
이흥선참치,웃는돌참치,"100,700
(1.01)"
돌삼닭,돌삼닭하남점,"100,550
(1.01)"
국민키친,(주)국민키친,"100,500
(1.01)"
광평도새기촌,광평도새기촌본점,"100,200
(1.01)"
광명대창집,(주)피플블라썸,"100,150
(1.01)"
장인닭갈비,(주)다이닝팩토리,"99,920
(1.00)"
삼화정삼계탕,자연을담은삼화정삼계탕,"99,900
(1.00)"
왕양 하오하오,하오하오짬뽕전문점,"99,800
(1.00)"
몽슈슈,(주)몬쉘코리아,"99,669
(1.00)"
깐깐한족발,(주)깐깐한패밀리,"99,600
(1.00)"
크레이지후라이,(주)지누코,"99,600
(1.00)"
미쓰족발,보승FC,"99,520
(1.00)"
강창구찹쌀진순대,(주)창구에프앤씨,"99,400
(1.00)"
쿠마키친,(주)에이치투엠,"99,281
(1.00)"
곱창이야기,(주)기성피제이에스,"99,100
(0.99)"
어부홍씨물회,어부홍씨횟집,"99,100
(0.99)"
닭이봉춘천닭갈비,진푸드서비스,"98,870
(0.99)"
고래고래회&해산물포차,(주)족발야시장,"98,800
(0.99)"
월천삼계탕,월천삼계탕,"98,500
(0.99)"
회덮밥전문점인마루,(주)마루에프앤씨,"97,780
(0.98)"
광부맥주,(주)바오밥아이엔씨,"97,700
(0.98)"
하남핫쭈꾸미,하남핫푸드,"97,700
(0.98)"
삼겹시대야시장축산,(주)비케이세븐코리아,"97,600
(0.98)"
에그드랍(EGG DROP),(주)골든하인드,"97,450
(0.98)"
장원표 밀면국밥,송죽부산밀면국밥,"97,050
(0.97)"
청정고을순대,(주)바른랩,"97,050
(0.97)"
장혁민의 부대찌개,오름푸드,"96,600
(0.97)"
정정아식당,정정아푸드(주),"96,500
(0.97)"
오쭈,(주)엔씨코리아푸드,"96,250
(0.97)"
수누리,(주)에스엔알푸드,"96,200
(0.97)"
보고싶다,(주)미식주,"96,160
(0.97)"
호천당,푸드피알,"95,920
(0.96)"
킹엔콩 카페,(주)킹엔콩,"95,800
(0.96)"
유달리,(주)유달리코리아,"95,500
(0.96)"
더코드,(주)더만듦,"95,500
(0.96)"
올리브돈까스,(주)지엔에스우쿠야,"95,279
(0.96)"
우쿠야,(주)지엔에스우쿠야,"95,279
(0.96)"
궁 잔기지떡,(주)대령숙수,"95,260
(0.96)"
칠프로칠백식당,(주)칠프로칠백식당,"95,000
(0.95)"
착한전수 동네맛집족발,(주)맛집을만드는사람들,"94,860
(0.95)"
달인의찜닭,(주)디아이에프앤비,"94,700
(0.95)"
통발집,통발집,"94,500
(0.95)"
연막술,(주)푸드리아,"94,050
(0.94)"
황가네꼼닭,(유)지앤에스,"93,800
(0.94)"
꼽창꼽창,(주)바른맘푸드,"93,739
(0.94)"
후라토식당,(주)석찬,"93,450
(0.94)"
닭코치 비어선수,(주)알피,"93,300
(0.94)"
한스델리,(주)한스앤컴퍼니,"93,000
(0.93)"
한스델리쿡,(주)한스앤컴퍼니,"93,000
(0.93)"
노성일참치,노성일참치,"93,000
(0.93)"
이태리함박육쌀국수,(주)플라잉테이블,"93,000
(0.93)"
당산오돌,당산오돌,"93,000
(0.93)"
태성추어탕,태성추어탕,"92,950
(0.93)"
빅쭌부대찌개,(주)빅쭌푸드,"92,950
(0.93)"
미방,㈜미방,"92,840
(0.93)"
하남닭뽂상회,(주)나도람에프씨,"92,800
(0.93)"
안동인안동찜닭,안동인안동찜닭,"92,485
(0.93)"
진갈매기,아빠손대가식품,"92,100
(0.92)"
삼겹시대1900,(주)비케이세븐코리아,"92,100
(0.92)"
동경푸줏간,(주)다이닝팩토리,"92,100
(0.92)"
번지는식당,번지식당,"92,100
(0.92)"
최숙이네,제이엠(JM)푸드코리아,"91,900
(0.92)"
통큰무한삼겹,프렌차이즈통큰,"91,828
(0.92)"
2代맛태,(주)2대맛태,"91,650
(0.92)"
장미막창,푸드스토리,"91,650
(0.92)"
콩심,(주)맛있는푸드,"91,550
(0.92)"
정든닭발,(주)정든,"91,300
(0.92)"
퇘랑숯돌생고기,(주)지엔에스엠엔에프,"91,265
(0.92)"
곱창폭식,(주)피플블라썸,"91,150
(0.91)"
귀한족발,(주)귀한사람들,"91,110
(0.91)"
신복관,신복관,"91,000
(0.91)"
원당감자탕,(주)나운에프에스,"91,000
(0.91)"
펍피맥,(주)씨엔에프알티에스,"90,880
(0.91)"
타논55,(주)다윈에프에스,"90,750
(0.91)"
니뽕내뽕,(주)제이테이블,"90,580
(0.91)"
쇼부,(주)티엠홀딩스,"90,250
(0.91)"
정성찬,(주)제이에스씨컴퍼니,"89,900
(0.90)"
족발야시장,(주)족발야시장,"89,800
(0.90)"
맛쭈서해쭈꾸미,(주)맛쭈,"89,800
(0.90)"
왓삼,왓삼푸드,"89,700
(0.90)"
곱창제작소,(주)더나은에프앤디,"89,600
(0.90)"
설화참숯닭갈비,다원푸드,"89,150
(0.89)"
심슨양곱창,심슨양곱창,"89,033
(0.89)"
돈탐라제주,(주)돈탐라제주,"88,990
(0.89)"
여우식당,해피브릿지협동조합,"88,030
(0.88)"
믿음직화,(주)카모메호스피탈리티그룹,"87,400
(0.88)"
코이라멘,(주)코이,"87,100
(0.87)"
원조전통명가 통큰할매순대국,(주)로드썬,"87,000
(0.87)"
설원칡냉면&푸짐보쌈,입안에행복,"86,700
(0.87)"
와타미,지엔에스와타미푸드앤베버리지서비스(주),"86,680
(0.87)"
파파1215,파파1215(PAPA1215),"86,460
(0.87)"
불닭발땡초동대문엽기떡볶이,(주)핫시즈너,"86,447
(0.87)"
청초수물회&섭국,(주)청초수씨푸드,"86,400
(0.87)"
바푸리쉬는시간,(주)비피알,"86,350
(0.87)"
하랑은상자초밥&모밀,하랑은(주),"86,050
(0.86)"
칠성식당,(주)가업에프씨,"86,000
(0.86)"
아그집쭈꾸미,(주)아그집쭈꾸미,"85,900
(0.86)"
우림관화로구이,농업회사법인(주)우림웰푸드,"85,850
(0.86)"
위드루아 촘촘,(주)루아,"85,720
(0.86)"
안동한우곱창,(주)제이오푸드,"85,600
(0.86)"
마늘은약이다 보쌈&족발,(주)하늘푸드시스템,"85,600
(0.86)"
우창훈의 소문난막창,소문난막창,"85,520
(0.86)"
북촌손만두,(주)북촌사람들,"85,410
(0.86)"
돼지연구소,(주)아이지푸드,"85,300
(0.86)"
알뽕달뽕,더봉스코리아,"85,300
(0.86)"
활짝핀메밀,남산에프앤씨,"85,030
(0.85)"
예가수제순대,㈜와이지,"84,800
(0.85)"
상돈이 비빔돼지,상돈이비빔돼지,"84,500
(0.85)"
칼리가리 박사의 밀실,(주)올모스트페이머스,"84,500
(0.85)"
전설의켄터키,(주)다이닝팩토리,"84,400
(0.85)"
율이네 육소정,(주)태정지엔에프,"84,400
(0.85)"
두껍삼,두껍삼,"84,300
(0.85)"
도리토리,(주)모닥홀딩스,"84,270
(0.85)"
몽이의주방,(주)행복한가족들,"84,200
(0.85)"
군자대한곱창,(주)대한푸드,"84,100
(0.84)"
촌돼지집,대한창업연구소,"83,950
(0.84)"
라무진,(주)라무진,"83,700
(0.84)"
오이씨통치킨,(주)프레시안에프앤비,"83,500
(0.84)"
오이씨통치킨,(주)프레시안에프앤비,"83,500
(0.84)"
배터지는갈비,배터지는갈비,"83,300
(0.84)"
버거앤프라이즈(Burger&Friez),(주)비엔에프시리즈,"83,300
(0.84)"
돼지의손맛,만호F&B,"83,300
(0.84)"
곱스떡스,(주)우남에프앤씨,"83,190
(0.84)"
이두부야순두부,(주)토속푸드담다,"83,100
(0.83)"
채선당도시락&샐러드,(주)채선당,"82,770
(0.83)"
마이쿡,(주)채선당,"82,770
(0.83)"
하노이별,하노이별기흥점,"82,750
(0.83)"
테그42(TEgg.42),(주)테그글로벌,"82,630
(0.83)"
내가찜한코다리찜,내가찜한코다리찜(내찜코),"82,500
(0.83)"
대구우야지막창,(주)대구우야지막창,"82,200
(0.83)"
칠백집 서울껍데기,(주)길품에프엔비,"82,000
(0.82)"
코코이찌방야,(주)농심,"81,950
(0.82)"
모치카냉 식의,(주)식의,"81,950
(0.82)"
고양이부엌,(주)교동컴퍼니,"81,900
(0.82)"
보울박스,(주)제니라이프,"81,850
(0.82)"
진1926,더진코리아(THEJINKOREA),"81,801
(0.82)"
가마치삼계탕,(주)티지와이,"81,800
(0.82)"
아메리칸트레이,아메리칸트레이,"81,750
(0.82)"
