브랜드,상호,창업비용
심야식당 수(秀),심야식당秀,"81,450
(0.82)"
우리집팔당닭발,(주)우리집상사,"81,400
(0.82)"
숯불의 향기,해피소스,"81,210
(0.82)"
껍데기클라쓰,(주)올웨이즈에프앤비,"81,200
(0.82)"
착한한우곱창,가감푸드,"81,200
(0.82)"
방콕포차,(주)놀부,"81,110
(0.81)"
도쿄스테이크,해피브릿지협동조합,"81,100
(0.81)"
효도쿡123,(주)사랑과선행,"80,900
(0.81)"
샐러디,(주)샐러디,"80,850
(0.81)"
신(辛)비전닭발,신비전닭발(직화명가),"80,650
(0.81)"
에그박스,에그박스,"80,262
(0.81)"
끄티집,어트랙티브컴퍼니,"80,100
(0.80)"
지구대표족발,지구대표족발,"80,100
(0.80)"
제주도그릴,(주)감칠맛,"80,020
(0.80)"
꼬치공방,비범한녀석들,"80,000
(0.80)"
매반생면,매반생면,"79,950
(0.80)"
돈카냉면&파스타,DKFOOD,"79,880
(0.80)"
씨네마얼음맥주,씨네마얼음맥주,"79,200
(0.80)"
수비드68도먹거리,(주)베스트포굿,"79,200
(0.80)"
브라운돈까스,(주)브라운에프앤씨,"79,120
(0.79)"
싸움의고수,(주)란체스터에프앤비,"79,000
(0.79)"
메이크 어 딜리버리,메이크어딜리버리,"79,000
(0.79)"
용범이네인계동껍데기,(주)김승용에프에스,"78,840
(0.79)"
55온족발,55온푸드,"78,750
(0.79)"
젤라킹,(주)플라잉스팍스,"78,440
(0.79)"
막창드라마,(주)푸션,"78,200
(0.78)"
백년가교동짬뽕,(주)백년가에프앤씨,"77,800
(0.78)"
학보상회,(주)엠에스코리아,"77,650
(0.78)"
설어정,명랑시대외식청년창업협동조합,"77,600
(0.78)"
화적단,(주)피에프에스,"77,550
(0.78)"
모찌이야기,아론29(주),"77,325
(0.78)"
어다한,(주)어다한,"77,300
(0.78)"
비에뜨반미,(주)비에뜨반미,"76,985
(0.77)"
갈매기먹짱,(주)씨엠월드에프앤씨,"76,900
(0.77)"
한근숯불갈비,(주)비에스인큐,"76,890
(0.77)"
스시네코,만호F&B,"76,700
(0.77)"
마이카츠,(주)더원코리아,"76,650
(0.77)"
튀지1985,(주)지더블유에프앤비,"76,200
(0.76)"
최대패,(주)최대패,"76,150
(0.76)"
꼬꼬씨참숯불닭갈비,(주)꼬꼬씨에프,"76,150
(0.76)"
밥스테이크,(주)더꿈,"76,060
(0.76)"
행복한우동가게,행복한우동가게체인사업본부,"75,700
(0.76)"
포아이니(PHOINI),(주)아이윈,"75,700
(0.76)"
오공복이,(주)남쪽나라,"75,620
(0.76)"
맛있는 오칠구,(주)오칠구,"75,600
(0.76)"
반반한족발닭발,굿데이푸드,"75,510
(0.76)"
룰루랄라,더드림컴퍼니,"75,503
(0.76)"
명장식당,파워푸드(유),"75,480
(0.76)"
선굼터,(주)선굼터,"75,350
(0.76)"
미아리우동집,미아리우동집,"75,200
(0.75)"
도래홍창도래홍창,곱창생각,"75,150
(0.75)"
갓튀김닭,(주)와이케이,"75,050
(0.75)"
동네창고,(주)제이엔케이컴퍼니,"74,911
(0.75)"
포항황소곱창,더블유씨food,"74,800
(0.75)"
종로계림닭도리탕원조,(주)누구나꽃이피었습니다,"74,800
(0.75)"
포갈집,포갈집,"74,800
(0.75)"
길동우동,(주)다온푸드,"74,600
(0.75)"
보승대한족발집,보승FC,"74,410
(0.75)"
파이널나인,파이널나인(주),"74,360
(0.75)"
곱창가,(주)푸드하우스,"74,170
(0.74)"
고기박사,(주)푸드연,"74,100
(0.74)"
김가네김밥,(주)김가네,"74,100
(0.74)"
최고갈비,최고갈비,"74,030
(0.74)"
에그벅,(주)토랑에프씨,"73,950
(0.74)"
팜킷(FARMKIT),(주)팜킷,"73,750
(0.74)"
콜삼,(주)잇파라다이스,"73,600
(0.74)"
이름없는 파스타,(주)한평의꿈,"73,380
(0.74)"
국대오리,(주)상건,"73,200
(0.73)"
엉클부대찌개,(주)엉클컴퍼니,"73,050
(0.73)"
문전대박닭강정,문전대박푸드,"72,900
(0.73)"
하우돈곱창,하우돈곱창,"72,780
(0.73)"
노가리&BEER,(주)티엘에프앤씨,"72,770
(0.73)"
골치기,골치기,"72,700
(0.73)"
연희옥,(주)진원에프씨,"72,600
(0.73)"
뚱보집,(주)엘에이치케이컴퍼니,"72,520
(0.73)"
원조제주껍데기,(주)다존,"72,500
(0.73)"
마음카레,(주)마음에프앤씨,"72,401
(0.73)"
모모야,(주)더모모야,"72,400
(0.73)"
싱싱난리부르스,싱싱난리부르스5000냥,"72,400
(0.73)"
WITCH COFFEE & Witch's Stick,(주)위치,"72,400
(0.73)"
철판떼기,철판떼기(주),"72,300
(0.73)"
와이주스,와이주스,"72,100
(0.72)"
일계양득,(주)니드플러스,"71,950
(0.72)"
에그머거,(주)더머거컴퍼니,"71,880
(0.72)"
화로상회,(주)하마에프씨,"71,850
(0.72)"
김이박부대찌개앤스테이크,(주)영광식품,"71,750
(0.72)"
조대포,안푸드,"71,590
(0.72)"
무보까국밥,(주)다담,"71,460
(0.72)"
코니아일랜드 핫도그,(주)트라,"71,400
(0.72)"
하늘돼지,하늘돼지,"71,350
(0.72)"
정가네화덕구이족발,정가네화덕구이족발,"71,300
(0.72)"
오뎅1250꼬치,1250,"71,300
(0.72)"
포36거리,포36거리가맹사업부,"71,200
(0.71)"
더족발,더족발,"71,144
(0.71)"
다채,(주)폴스타파트너스,"70,950
(0.71)"
더돈까스(the돈까스),(주)폴스타파트너스,"70,950
(0.71)"
소왔쏘,(주)다산푸드,"70,800
(0.71)"
지짐이,(주)우용에프앤비,"70,785
(0.71)"
빅다방,(주)제이엔에프,"70,700
(0.71)"
삼다돈,(주)삼다돈,"70,650
(0.71)"
곰스 603,(주)곰스푸드,"70,540
(0.71)"
미스터빠삭,(주)마코푸드시스템,"70,200
(0.70)"
바로온쉐프,(주)바로온,"70,200
(0.70)"
고봉밥짜글이,보헤미안,"70,200
(0.70)"
복덮방,리치푸드(주),"70,143
(0.70)"
푸릴리,(주)계경원,"70,050
(0.70)"
그리너,(주)그리너에프엔비,"69,960
(0.70)"
원동 팔팔껍데기,올제푸드컴퍼니,"69,550
(0.70)"
뚱보집부산양대창,(주)엘에이치케이컴퍼니,"69,520
(0.70)"
감동칩스,(주)잇파라다이스,"69,400
(0.70)"
감성키친,(주)빅스텝,"69,100
(0.69)"
엑소엑소 푸드카페,(주)세컨드찬스,"69,020
(0.69)"
고기반 김치반,(주)키즈팩토리,"69,000
(0.69)"
미스터양꼬치,동방인터내셔널,"68,880
(0.69)"
깡우동,깡푸드,"68,717
(0.69)"
나드리김밥,(주)나드리에프에스,"68,450
(0.69)"
서울미트볼,서울미트볼,"68,320
(0.69)"
등갈비달인,(주)마스터푸드,"68,100
(0.68)"
츄카롱,츄카롱,"68,000
(0.68)"
우동텐,(주)에프씨천상,"68,000
(0.68)"
한우궁,파워푸드(유),"68,000
(0.68)"
대갈탕6949,파워푸드(유),"68,000
(0.68)"
아랑경양회관,아랑,"67,900
(0.68)"
미스코다리 미스터황태,쿠잉에프엔씨(CooingF&C),"67,900
(0.68)"
백남옥달인손만두,원미가,"67,900
(0.68)"
인사동고깃집,인사동고깃집,"67,900
(0.68)"
족발맨,(주)브랜드그라운드,"67,750
(0.68)"
그라찌에,(주)풍전에프앤비,"67,700
(0.68)"
육회한연어,(주)씨앤에이치글로벌,"67,650
(0.68)"
육회공작소,(주)피에프에스,"67,650
(0.68)"
구이가,(주)가업에프씨,"67,300
(0.68)"
배가네동태탕찜전문점,배가네동태탕,"67,200
(0.67)"
황소곱창,(주)케이브로스에프앤비,"67,200
(0.67)"
아메리칸에그샌드,(주)윌앤컴퍼니,"66,690
(0.67)"
큰바다해물아구찜,(주)두리에프앤비,"66,600
(0.67)"
남천할매떡볶이,(주)남천에프앤비,"66,575
(0.67)"
방스만두,(주)아하엔파트너스,"66,350
(0.67)"
직화한상,(주)유캔에프씨,"66,300
(0.67)"
할미감성,할미감성,"66,250
(0.67)"
샤브정,(주)다온에프앤비,"66,250
(0.67)"
달곰김밥,달곰푸드,"66,190
(0.66)"
쪽갈비전문점 예감,(주)와이지인더스트리,"66,050
(0.66)"
김경옥닭발,(주)그린푸드,"66,050
(0.66)"
환공어묵베이커리,(주)환공어묵베이커리,"66,050
(0.66)"
루아 저세상 불쭈꾸미,(주)루아,"66,000
(0.66)"
게고집,(주)한백푸드앤,"65,957
(0.66)"
문토스트,(주)문패밀리,"65,700
(0.66)"
꾸이한끼,한끼,"65,680
(0.66)"
빨봉분식,(주)비엔피푸드,"65,640
(0.66)"
툴스돈카츠,툴스돈카츠,"65,620
(0.66)"
키프레시,(주)디알앤코,"65,500
(0.66)"
일층집 의정부 부대찌개,(주)국앤쿡,"65,500
(0.66)"
돼갈박,고기나라,"65,450
(0.66)"
곱창파이터,(주)푸드테이너컴퍼니,"65,400
(0.66)"
해산물직화구이전문점삼바리,삼바리,"65,350
(0.66)"
엉뚱한상상,파워푸드(유),"65,300
(0.66)"
에그존(egg zone),(주)국민키친,"65,250
(0.65)"
샌드베이,(주)국민키친,"65,250
(0.65)"
플렉스푸드,플렉스푸드본점,"65,050
(0.65)"
누베스커피,누베스커피,"65,000
(0.65)"
노군꼬치,(주)리앤브라더스컴퍼니,"64,950
(0.65)"
제니스 테이블,제니스테이블,"64,850
(0.65)"
성식이네 매운닭발,성식이네매운닭발,"64,700
(0.65)"
김민성I'm넙띠기돈까스,유성푸드탑,"64,700
(0.65)"
샌드위코,샌드위코,"64,600
(0.65)"
부산양대창,(주)호윤크리에이티브,"64,600
(0.65)"
청춘닭꼬치,(주)청춘에프앤비,"64,600
(0.65)"
오가와초데판,가온컴퍼니,"64,300
(0.65)"
면아당,가온컴퍼니,"64,300
(0.65)"
고미후쿠데판,가온컴퍼니,"64,300
(0.65)"
동오부대찌개,의정부동오부대찌개,"64,020
(0.64)"
사계절카레,(주)어깨동무컴퍼니,"64,000
(0.64)"
테이스트오브비엣,(주)어깨동무컴퍼니,"64,000
(0.64)"
가리미김밥,정연푸드,"63,900
(0.64)"
곱선생,(주)리더스코리아코퍼레이션,"63,800
(0.64)"
말자네약속다방,(주)금탑에프앤비,"63,600
(0.64)"
한밤의오징어,만호CS,"63,500
(0.64)"
카츠젠,카츠젠,"63,050
(0.63)"
꼬꼬순이,진미통상,"63,050
(0.63)"
코바코,(주)호경에프씨,"62,800
(0.63)"
쭉심,(주)송상트레이딩,"62,700
(0.63)"
고기굽는짬장,(주)한국창업경제연구소,"62,700
(0.63)"
샐러드상점,피에스피에프앤디(주),"62,500
(0.63)"
호반식,(주)놀부,"62,375
(0.63)"
콩샌,(유)콩샌,"62,150
(0.62)"
웅이네 오돌뼈,(주)웅자네푸드,"62,150
(0.62)"
리얼디(Real D),리얼디,"62,150
(0.62)"
삼미대포,(주)명랑식품,"62,070
(0.62)"
육전주는 인생설곰탕,엠지엠에프앤비,"61,930
(0.62)"
경성한우국밥,엠지엠에프앤비,"61,930
(0.62)"
월남선생,(주)이든에프엔씨,"61,840
(0.62)"
오니기리와이규동,(주)오니규,"61,730
(0.62)"
춘천꼬꼬닭갈비,(주)중앙식품,"61,720
(0.62)"
와이블랙,와이블랙,"61,520
(0.62)"
초을치킨,초을치킨송현점,"61,500
(0.62)"
더블핸드스테이크,(주)제이에스케이에프앤비,"61,500
(0.62)"
윤가네오리구이전문점,윤가네오리구이체인사업본부,"61,500
(0.62)"
육회한 감전통닭,(주)스타프렌차이즈,"61,450
(0.62)"
밀겨울,(주)오니규,"61,400
(0.62)"
빨간마초닭발,마초F&B,"61,300
(0.62)"
쿡1015,(주)홍익푸드,"61,180
(0.61)"
커피왕,(주)다다컴퍼니,"61,135
(0.61)"
토마토도시락,(주)다채원,"61,000
(0.61)"
짬뽕상회,(주)짬뽕상회,"60,975
(0.61)"
범표어묵,(주)어다한,"60,800
(0.61)"
상 동양수산,(주)일센치,"60,400
(0.61)"
최고당돈가스,(주)빅토리어스,"60,364
(0.61)"
어묵나라,(주)사모,"60,300
(0.61)"
샌디&와인데이즈(Sandy&Wine Days),(주)루피쿡,"60,141
(0.60)"
지훈남닭발,지훈남에프앤이(주),"60,100
(0.60)"
온마리,온마리에프앤시,"60,090
(0.60)"
토스트럭(TOAST LUCK),(주)더서포터,"60,070
(0.60)"
룸서비스 파이브스타,(주)트리플에이컴퍼니,"59,980
(0.60)"
노랑강정,(주)와이푸드,"59,950
(0.60)"
장금수부대찌개,금수식품,"59,850
(0.60)"
서병장대김이병,(주)백호에프앤비,"59,800
(0.60)"
국민닭발,국민푸드,"59,750
(0.60)"
오봉찜닭,(주)오색만찬,"59,500
(0.60)"
심청아배고파,(주)서정,"59,400
(0.60)"
꼬치의품격,(주)아이센스에프앤비,"59,200
(0.59)"
불난술집,(주)화력발전소,"59,150
(0.59)"
떼루와,(주)떼루와,"59,100
(0.59)"
에바돈가츠,브랜드인터랙티브(주),"59,022
(0.59)"
팔팔문어 전복탕,(주)하늘정원,"59,000
(0.59)"
복닥찜닭,(주)비엔피푸드,"58,946
(0.59)"
은화수식당,(주)한경기획,"58,925
(0.59)"
장호짤라집,가온컴퍼니,"58,900
(0.59)"
오징어나라,(주)신창NC,"58,795
(0.59)"
오리엔탈101,오리엔탈101,"58,520
(0.59)"
하늘보리피자,(주)웰가코리아,"58,300
(0.59)"
뛰는닭 위에 나는닭,(주)비어프랜드,"58,040
(0.58)"
돈까스상회,(주)커틀랩,"58,000
(0.58)"
88옛날통닭,(주)제이에스푸드빌,"58,000
(0.58)"
미사리반반돈까스,(주)나도람에프씨,"57,860
(0.58)"
에그마카슈,에그마카슈,"57,800
(0.58)"
상남자의 고소한 생막창,와이디(YD)푸드컴퍼니,"57,650
(0.58)"
옹헤야,씨에프,"57,350
(0.58)"
대만샌드위치 풍성호,(주)해운대엠에스,"57,300
(0.58)"
양대박,제이오에프앤씨,"57,200
(0.57)"
육회한언니,육회한언니,"57,200
(0.57)"
소문난공주떡볶이,아이제이(IJ)푸드,"57,100
(0.57)"
호토모토(HottoMotto),(주)와이케이푸드서비스,"56,890
(0.57)"
참치라이더,(주)씨앤에이치글로벌,"56,890
(0.57)"
은하철도 곱곱곱,(주)금표에프앤씨,"56,825
(0.57)"
등갈비애꼬치다,라온에프앤씨,"56,750
(0.57)"
안지랑곱창막창,안지랑&사람들,"56,550
(0.57)"
얌스,(주)새모양에프앤비,"56,350
(0.57)"
바비박스,(주)푸드엠코리아,"56,340
(0.57)"
육전면사무소,(주)인지상정에이치엔,"56,282
(0.56)"
소담비빔국수,(주)태강에프앤씨,"56,100
(0.56)"
대구반야월막창,(주)대구반야월막창,"56,100
(0.56)"
황칠가,(주)에이치에스피라이프,"55,820
(0.56)"
현죽,(주)한길에프씨,"55,680
(0.56)"
매운상회,매운상회부천본점,"55,570
(0.56)"
채선당키친,(주)채선당,"55,470
(0.56)"
샐러드박스(SaladBox),(주)이제이글로벌,"55,450
(0.56)"
곽두리쪽갈비,곽두리쪽갈비협동조합,"55,300
(0.56)"
투고샐러드(TO GO salad),(주)브로스고,"55,250
(0.55)"
해초과메기,(주)해랑,"55,130
(0.55)"
담락참치일잔,(주)담락,"55,050
(0.55)"
육회지존,인터푸드플래닝,"55,050
(0.55)"
소메랑,(주)씨에이치제이,"54,700
(0.55)"
치주고고,브로에프씨,"54,670
(0.55)"
오식야주육회관,(주)에이치제이컴퍼니,"54,450
(0.55)"
면당포,(주)명인에프엔비,"54,430
(0.55)"
BnB치킨&떡볶이,(주)제이앤피몽뜨레,"54,409
(0.55)"
치고야,아성푸드컨설팅,"54,380
(0.55)"
빅보울,(주)케이에스글로벌,"53,900
(0.54)"
쉬즈베이글 커피,(주)쉬즈베이글,"53,890
(0.54)"
치폴레옹,(주)해피존에프앤비,"53,500
(0.54)"
바B큐맥덕,(주)상건,"53,400
(0.54)"
청담동말자싸롱,(주)금탑에프앤비,"53,100
(0.53)"
로드락 후라이드,리치푸드(주),"53,089
(0.53)"
우리동네미미네,(주)예스미미,"53,000
(0.53)"
팔방면,(주)명인에프엔비,"52,800
(0.53)"
킴쓰해물로스,킴스해물로스,"52,800
(0.53)"
면도칼,(주)명인에프엔비,"52,800
(0.53)"
프랭크서울,(주)프랭크서울,"52,500
(0.53)"
헝그리박스,(주)디에스에프앤비,"52,500
(0.53)"
굴담,굴담푸드,"52,150
(0.52)"
스마일핫도그&커피,(주)라핀카코리아,"52,050
(0.52)"
모자온달,모자온달포장,"51,920
(0.52)"
곱창고,(주)제이엔케이패밀리,"51,758
(0.52)"
소담촌,(주)웰빙코리아,"51,560
(0.52)"
홍스쭈꾸미,(주)리더스코리아코퍼레이션,"51,550
(0.52)"
새우꺾기,앤아이앤에프앤비,"51,500
(0.52)"
와플대학,와플대학협동조합,"51,500
(0.52)"
FRIEND FOOD(프렌드푸드),친구FOOD,"51,500
(0.52)"
더오니기리플러스,(주)더원코리아,"51,400
(0.52)"
윤이불닭발,윤이불닭발,"51,200
(0.51)"
자성당쫄면,(주)케이제이컴퍼니,"51,100
(0.51)"
독도왕새우튀김,(주)엠디스컴퍼니,"51,095
(0.51)"
33떡볶이,성백F&S,"50,990
(0.51)"
구공족발,제이앤케이(J&K),"50,730
(0.51)"
에바돈가츠,(주)해운대엠에스,"50,721
(0.51)"
남도술상,(주)남도에프앤씨,"50,600
(0.51)"
장발장,장발장,"50,400
(0.51)"
직화락,어뮤징컴퍼니,"50,400
(0.51)"
토스트굽는사람들,더정담,"50,395
(0.51)"
어묵먹은호랑이,(주)피쉬바게트,"50,150
(0.50)"
버금새우,(주)버금에프앤비,"50,070
(0.50)"
이태리상회,(주)이태리상회,"50,050
(0.50)"
종로김밥,(주)제이알에프앤로지스,"50,000
(0.50)"
오늘김해생뒷고기,오늘김해뒷고기,"49,900
(0.50)"
옳은식당,옳은식당,"49,870
(0.50)"
카마보코,이김컴퍼니,"49,850
(0.50)"
김태진 포크포크(PorkFork),짱가네,"49,830
(0.50)"
기왓골,종로푸드시스템(주),"49,800
(0.50)"
모미락,(주)모미락멤버스,"49,720
(0.50)"
에그박스,(주)제이스타임,"49,590
(0.50)"
이태리곱창,(주)제이슨코리아,"49,520
(0.50)"
명동찌개마을,(주)정다원,"49,500
(0.50)"
배달킹안춘배,(주)용형,"49,500
(0.50)"
아리랑수제고로케,(주)아리랑에프앤비,"49,434
(0.50)"
장충당,(주)장충당,"49,390
(0.50)"
깡돈,제이에이치푸드,"49,060
(0.49)"
꼬꼬방집으로삼겹,꼬꼬방집으로삼겹본점,"48,950
(0.49)"
가마치통닭,(주)티지와이,"48,900
(0.49)"
여비내부잣집석쇠불고기,여비내푸드시스템,"48,530
(0.49)"
미치닥떡볶이,(주)우리둥지,"48,200
(0.48)"
종로맥가,(주)종로맥가,"48,090
(0.48)"
막창도둑,(주)엠디푸드시스템,"48,070
(0.48)"
심야스테이크,심야,"48,000
(0.48)"
신포신닭강정,(주)다올에프엔지,"47,944
(0.48)"
OK무진푸드,(주)엘도라도,"47,900
(0.48)"
루시카토캔디,(주)루시카토,"47,900
(0.48)"
주복신화 불타는막창곰장어,청우,"47,750
(0.48)"
스피드런치박스(SPEED LUNCH BOX),화정에프앤씨(F&C),"47,650
(0.48)"
굴세상,(유)굴세상,"47,630
(0.48)"
킴즈치즈볼,(주)타코비코리아,"47,600
(0.48)"
현일병의 까스돈,현일병의까스돈&피자앤치킨군단,"47,467
(0.48)"
돈까스회관,(주)바르다프랜차이즈,"47,116
(0.47)"
치즈밥있슈?,치즈밥있슈,"47,000
(0.47)"
강남꼬치1번가,(주)강남식품1번가,"46,926
(0.47)"
설화참숯닭갈비,배가푸드,"46,900
(0.47)"
통불,통불컴퍼니,"46,800
(0.47)"
이백장 돈가스,쿠킹팩토리24,"46,793
(0.47)"
신사소곱창,(주)에스에스에프앤비,"46,310
(0.46)"
썬더치킨,(주)썬더치킨,"46,200
(0.46)"
수유다래함박스텍,(주)정다정에프앤비,"46,100
(0.46)"
참만복,(주)은혜푸드,"46,100
(0.46)"
찜뚝딱,(주)에쓰와이프랜차이즈,"46,016
(0.46)"
배달돼지,(주)배달돼지,"45,920
(0.46)"
백락촌,백락촌,"45,600
(0.46)"
타코비,(주)타코비코리아,"45,400
(0.46)"
포장배달전문점육회백,더범컴퍼니,"45,100
(0.45)"
아기숟가락,아기숟가락,"45,000
(0.45)"
블랙오브버거,엔피푸드,"44,900
(0.45)"
마약먹태,마약먹태,"44,800
(0.45)"
왕서방왕치킨피자,"왕서방치킨피자,울트라강정(예찬)","44,770
(0.45)"
스시&후라이,스시&후라이,"44,350
(0.45)"
트리2790(TREE2790),피자얌,"43,900
(0.44)"
족황상제,제이에이치푸드팩토리,"43,124
(0.43)"
달려라팬,달려라팬,"43,020
(0.43)"
캠토토스트,(주)주안,"43,017
(0.43)"
돈카츠프라이,망고트리,"42,950
(0.43)"
돼지냉면,망고트리,"42,950
(0.43)"
쌀국수의고수,망고트리,"42,950
(0.43)"
혼술식당,본프레시,"42,900
(0.43)"
박서윤네 매운닭발,박서윤네닭발,"42,700
(0.43)"
공룡닭발,공룡푸드,"42,700
(0.43)"
불불이족발,(주)비앤비푸드시스템,"42,590
(0.43)"
장충동왕족발보쌈,(주)한가족,"42,500
(0.43)"
연어이야기,연어이야기,"42,350
(0.43)"
수내닭꼬치,(주)현풍,"42,140
(0.42)"
와플칸,와플칸,"42,050
(0.42)"
달리는 려석들,(주)영상에프앤비,"41,800
(0.42)"
인사동 차돌방앗간,(주)골든카우보이,"41,690
(0.42)"
혜화동돈까스극장,(주)골든카우보이,"41,690
(0.42)"
통돼지두루치기 한돈돈돈,(주)에스엠푸드,"41,600
(0.42)"
준경푸드,준경푸드,"40,950
(0.41)"
맛나슈퍼,(주)조은음식드림,"40,700
(0.41)"
이쿠라멘,(주)성공한사람들,"40,600
(0.41)"
고돼지,(주)앤리치,"40,600
(0.41)"
참살가마,(주)참살드림,"40,542
(0.41)"
딜리버리쉐프,동원식품,"40,500
(0.41)"
뿅가야채곱창,원에프씨(주),"40,298
(0.40)"
덮밥애,(주)푸드엠코리아,"40,050
(0.40)"
봉구스밥버거,(주)부자이웃,"40,000
(0.40)"
돈카츠&화꾸어,돈카츠&화꾸어,"39,900
(0.40)"
COOK RUNNER,요리하는경더기,"39,400
(0.40)"
바른곱창,제이오에프앤씨,"39,182
(0.39)"
바른곱창,제이오에프앤씨,"39,182
(0.39)"
버거스테이지,(유)버거스테이지,"39,138
(0.39)"
"찜닭, 삼겹, 떡볶이 파는집",(주)얌얌레시피,"38,800
(0.39)"
진배족발,진배족발,"38,500
(0.39)"
부르면돼지,(주)조은인,"38,321
(0.38)"
후레쉬팩토리,(주)푸드팩토리즈,"38,300
(0.38)"
더꼬치다,(주)트러스트,"38,300
(0.38)"
셰프의돈까스,이든푸드그룹,"38,280
(0.38)"
바르미샤브칼국수,(주)즐거운세상,"38,090
(0.38)"
다이꼬지,같은생각,"38,060
(0.38)"
치킨먹고 팔자피자,에이치에이티컴퍼니,"38,000
(0.38)"
도깨비족발,(주)행복한맛,"37,800
(0.38)"
앗싸곱창,앗싸(주),"37,750
(0.38)"
마담순살떡볶이,(주)마음담음,"37,700
(0.38)"
황홀한막창,디오디시스템,"37,650
(0.38)"
깐튀남(깐풍기를 튀기는 남자들),깐튀남에프앤비,"37,520
(0.38)"
오징어와친구들,(주)미래원에프앤씨,"37,400
(0.38)"
원조강영숙봉평메밀촌,봉평산골메밀촌,"37,300
(0.37)"
최용찬의불노리,(주)한성푸드대구불노리막창창업컨설팅,"36,750
(0.37)"
오리도니,(주)이엔에프컴퍼니,"36,440
(0.37)"
깨순이김밥,(유)대성물류,"36,100
(0.36)"
록원부엌,(주)록원에프엔비,"35,950
(0.36)"
방망이닭꼬치,한국식품벤처(주),"35,650
(0.36)"
치교치밥,(주)아이언가이즈,"35,633
(0.36)"
이시봉 족발보쌈,(주)현백,"35,330
(0.35)"
바비큐BOX,(주)푸드테이너컴퍼니,"35,250
(0.35)"
고냉고떡,고냉고떡,"35,010
(0.35)"
신묘한닭도리탕&곱도리탕,이찬에프앤비(주),"35,000
(0.35)"
에그위치,(주)크리에이티브크루,"34,200
(0.34)"
홍익스테이크,홍익스테이크청라본점,"34,100
(0.34)"
청춘감성쌀핫도그,(주)청춘감성쌀핫도그,"34,000
(0.34)"
혼밥귀족,(주)혼밥라이프,"33,900
(0.34)"
혼술;몽,(주)마스터아이디,"33,637
(0.34)"
타이거마라,(주)놀부,"33,557
(0.34)"
갓요거트,램프에프엔비(lampF&B),"33,340
(0.33)"
순수치킨,에스티씨프랜차이저,"32,700
(0.33)"
달구지막창,(주)달구지푸드,"32,700
(0.33)"
리얼안심탕수육,(주)록원에프엔비,"32,650
(0.33)"
대한닭발1979,(주)씨에이치월드푸드,"32,450
(0.33)"
닥엔돈스,FC푸드,"32,350
(0.32)"
시키면돼지,(주)엠파이어에프씨,"32,150
(0.32)"
조스테이크,델리원푸드,"31,900
(0.32)"
막창품은뒷고기,홍이F&B,"31,600
(0.32)"
푸르릇,푸르릇,"31,570
(0.32)"
리얼하노이,(주)록원에프엔비,"31,550
(0.32)"
강정이기가막혀,(주)푸디노에프앤디,"30,260
(0.30)"
팔삼닭발,TheHoon코퍼레이션,"30,150
(0.30)"
콩사돈,(주)지엠푸드,"29,700
(0.30)"
대패가1900,대패가1900,"29,500
(0.30)"
죤슨앤바오,(주)우성에프앤에스,"28,600
(0.29)"
키친콜라보,(주)캔즈코리아,"27,850
(0.28)"
쌈빠찹쌀강정,(주)유니온푸드,"27,400
(0.28)"
순곱이네,(주)순곱이네프랜차이즈,"27,080
(0.27)"
논노스(NONNOS),(주)티엠홀딩스,"26,890
(0.27)"
더철판삼겹,(주)다니엘푸드,"26,850
(0.27)"
야미에그,(주)마세다린,"26,420
(0.27)"
쏘쏘맥주집,가야푸드,"26,300
(0.26)"
공릉동원조멸치국수,원조멸치국수,"25,330
(0.25)"
꿀꿀이 생막창,홍이F&B,"25,300
(0.25)"
마티스그린,(주)단추로끓인수프,"24,800
(0.25)"
현가네33족발,현가창업경영컨설팅,"24,650
(0.25)"
경성부대찌개,(주)프랜몬스터,"24,650
(0.25)"
가마솥김치찜,불철주야컨설팅,"24,550
(0.25)"
통큰숯불갈비,(주)세광그린푸드리테일,"24,500
(0.25)"
통큰삼겹,(주)세광그린푸드리테일,"24,500
(0.25)"
카와루 라멘,카와루키친,"24,200
(0.24)"
배달삼겹 돼장장이,번영식당,"24,000
(0.24)"
굴천지&초계국수,제이앤에스,"23,250
(0.23)"
고마담치킨,씨케이프랜즈,"22,800
(0.23)"
카레온,카레온가맹본부,"22,000
(0.22)"
바퀴달린 하대승의 담양갈비,승승그룹(주),"21,500
(0.22)"
순정푸드,순정F&B(에프앤비),"21,030
(0.21)"
에그파파,(주)계림식품농업회사법인,"20,450
(0.21)"
불타는 랍스터,불타는정글,"20,050
(0.20)"
야꼬닭바베큐 & 취향저격안심탕수육,와이에스,"20,000
(0.20)"
에스엠푸드,에스엠(SM)푸드,"19,800
(0.20)"
어처구니없는두릉도원북촌순두부,이제이피(주),"19,520
(0.20)"
카츠야미,양심푸드,"19,260
(0.19)"
어게인리프레쉬,서치온,"18,500
(0.19)"
돈까스짱,(주)먹깨비푸드,"18,500
(0.19)"
병천황토방순대,(주)병천아우내식품,"17,500
(0.18)"
육미명가옛날아우내순대&보쌈,(주)병천아우내식품,"17,500
(0.18)"
할매닭발,(유)서빈글로벌,"17,000
(0.17)"
닭꼬치브라더스,(주)포레스트에프앤디,"16,720
(0.17)"
밀포유,밀포유,"16,530
(0.17)"
팔각도,육성푸드(주),"16,300
(0.16)"
바퀴달린 깨막깨삼,승승그룹(주),"16,200
(0.16)"
바퀴달린 깨막깨삼,승승그룹(주),"16,200
(0.16)"
